CODGEO,etiquette_dpe,etiquette_ges,type_batiment,annee_construction,surface_habitable_logement,consommation_energie_primaire,date_reception_dpe,region,region_code,est_passoire
35053,D,C,maison,1987,85.9,261.0,2022-09-19,Bretagne,53,0
22398,C,F,appartement,1990,50.8,187.0,2022-09-19,Bretagne,53,0
56273,E,C,appartement,1977,72.3,671.0,2022-09-19,Bretagne,53,0
35211,F,F,maison,1936,33.0,340.0,2022-09-20,Bretagne,53,1
22247,F,C,appartement,1946,30.6,590.0,2022-09-20,Bretagne,53,1
29162,D,C,maison,1981,83.0,154.0,2022-09-20,Bretagne,53,0
35236,C,F,maison,2017,112.1,200.0,2022-09-20,Bretagne,53,0
35318,D,D,maison,1976,90.7,243.0,2022-09-21,Bretagne,53,0
56161,F,C,appartement,1956,97.0,452.0,2022-09-21,Bretagne,53,1
35016,B,D,maison,2019,86.8,113.0,2022-09-21,Bretagne,53,0
35311,B,E,appartement,1990,39.1,129.0,2022-09-21,Bretagne,53,0
29205,E,B,appartement,1984,136.2,536.0,2022-09-22,Bretagne,53,0
35162,D,F,maison,1974,50.6,314.0,2022-09-22,Bretagne,53,0
56273,F,F,maison,1924,45.9,670.0,2022-09-22,Bretagne,53,1
56193,D,D,appartement,1994,40.6,165.0,2022-09-23,Bretagne,53,0
56008,E,E,appartement,1971,124.8,498.0,2022-09-23,Bretagne,53,0
35256,B,F,maison,2004,46.3,90.0,2022-09-23,Bretagne,53,0
35257,E,F,appartement,1978,41.4,388.0,2022-09-23,Bretagne,53,0
22319,E,E,appartement,1994,40.6,555.0,2022-09-24,Bretagne,53,0
29177,B,E,appartement,1991,60.2,117.0,2022-09-24,Bretagne,53,0
35008,D,E,appartement,1975,34.2,289.0,2022-09-24,Bretagne,53,0
29081,G,D,maison,1931,62.4,494.0,2022-09-24,Bretagne,53,1
29344,F,F,appartement,1959,35.9,392.0,2022-09-25,Bretagne,53,1
22386,C,D,appartement,2014,104.5,280.0,2022-09-25,Bretagne,53,0
29334,E,F,maison,1987,122.8,609.0,2022-09-25,Bretagne,53,0
29181,D,F,appartement,1981,51.8,271.0,2022-09-25,Bretagne,53,0
22038,C,D,appartement,2018,65.5,183.0,2022-09-26,Bretagne,53,0
35381,D,E,maison,1965,22.6,311.0,2022-09-26,Bretagne,53,0
35332,E,C,appartement,1971,314.6,482.0,2022-09-26,Bretagne,53,0
35103,C,F,appartement,1988,88.8,246.0,2022-09-26,Bretagne,53,0
29274,E,G,maison,1974,64.0,474.0,2022-09-27,Bretagne,53,0
29322,A,C,maison,1992,110.7,97.0,2022-09-27,Bretagne,53,0
35173,D,D,maison,1975,71.9,259.0,2022-09-27,Bretagne,53,0
56228,F,E,immeuble,1972,35.5,691.0,2022-09-27,Bretagne,53,1
35137,D,E,appartement,1971,50.9,182.0,2022-09-28,Bretagne,53,0
22094,C,G,maison,2011,112.9,232.0,2022-09-28,Bretagne,53,0
35280,F,G,appartement,1960,109.9,591.0,2022-09-28,Bretagne,53,1
29170,E,F,maison,1984,43.5,523.0,2022-09-28,Bretagne,53,0
29030,G,F,appartement,1962,53.9,482.0,2022-09-29,Bretagne,53,1
56239,C,D,immeuble,2004,177.6,313.0,2022-09-29,Bretagne,53,0
22289,F,G,maison,1925,70.2,515.0,2022-09-29,Bretagne,53,1
29049,F,C,appartement,1924,42.5,362.0,2022-09-29,Bretagne,53,1
35091,E,E,maison,1992,115.7,548.0,2022-09-30,Bretagne,53,0
35009,F,E,maison,1942,25.1,418.0,2022-09-30,Bretagne,53,1
22361,D,G,maison,1978,72.9,290.0,2022-09-30,Bretagne,53,0
22182,B,E,appartement,2014,63.9,86.0,2022-09-30,Bretagne,53,0
35100,C,E,appartement,2005,57.9,221.0,2022-10-01,Bretagne,53,0
22255,D,F,appartement,1993,61.0,163.0,2022-10-01,Bretagne,53,0
29200,C,E,appartement,2004,154.4,218.0,2022-10-01,Bretagne,53,0
29078,D,G,maison,1976,43.3,252.0,2022-10-01,Bretagne,53,0
22160,F,F,maison,1940,79.1,364.0,2022-10-02,Bretagne,53,1
22247,E,D,maison,1981,83.2,493.0,2022-10-02,Bretagne,53,0
22221,E,D,appartement,1966,92.9,691.0,2022-10-02,Bretagne,53,0
56064,E,E,appartement,1975,80.4,481.0,2022-10-02,Bretagne,53,0
56306,D,E,immeuble,1982,75.0,200.0,2022-10-03,Bretagne,53,0
29097,D,F,appartement,1986,35.8,327.0,2022-10-03,Bretagne,53,0
22207,D,D,appartement,1973,65.1,290.0,2022-10-03,Bretagne,53,0
56382,G,E,maison,1969,141.1,593.0,2022-10-04,Bretagne,53,1
22252,C,G,appartement,2001,34.5,202.0,2022-10-04,Bretagne,53,0
22033,E,F,appartement,1991,39.9,382.0,2022-10-04,Bretagne,53,0
35039,C,F,maison,1992,61.6,314.0,2022-10-04,Bretagne,53,0
29368,G,D,maison,1935,130.6,432.0,2022-10-05,Bretagne,53,1
22249,D,D,maison,1966,93.2,219.0,2022-10-05,Bretagne,53,0
29189,D,F,appartement,1976,53.5,285.0,2022-10-05,Bretagne,53,0
22052,C,E,maison,2005,27.3,177.0,2022-10-05,Bretagne,53,0
35083,C,C,maison,1989,81.9,211.0,2022-10-06,Bretagne,53,0
29288,C,F,maison,2016,143.4,304.0,2022-10-06,Bretagne,53,0
22238,C,F,maison,2009,109.4,229.0,2022-10-06,Bretagne,53,0
22006,D,G,maison,1989,32.3,213.0,2022-10-06,Bretagne,53,0
29270,C,E,maison,2005,43.8,237.0,2022-10-07,Bretagne,53,0
22050,B,E,appartement,2003,53.0,85.0,2022-10-07,Bretagne,53,0
29138,D,D,appartement,1979,44.3,266.0,2022-10-07,Bretagne,53,0
29111,D,E,maison,1993,30.0,282.0,2022-10-07,Bretagne,53,0
22052,C,E,appartement,2005,41.1,152.0,2022-10-08,Bretagne,53,0
35332,C,E,appartement,1993,32.7,161.0,2022-10-08,Bretagne,53,0
56370,B,F,maison,1989,77.4,63.0,2022-10-08,Bretagne,53,0
22048,E,C,maison,1991,50.5,413.0,2022-10-08,Bretagne,53,0
22051,E,D,maison,1980,88.8,546.0,2022-10-09,Bretagne,53,0
29101,F,G,appartement,1951,81.1,666.0,2022-10-09,Bretagne,53,1
22291,D,F,immeuble,1992,75.1,250.0,2022-10-09,Bretagne,53,0
56007,D,E,maison,1989,36.7,306.0,2022-10-09,Bretagne,53,0
22070,E,D,maison,1980,148.1,447.0,2022-10-10,Bretagne,53,0
29290,D,D,maison,1979,104.2,224.0,2022-10-10,Bretagne,53,0
35190,E,E,maison,1972,49.4,671.0,2022-10-10,Bretagne,53,0
29188,E,D,appartement,1974,69.0,445.0,2022-10-10,Bretagne,53,0
35252,C,E,maison,1987,73.4,274.0,2022-10-11,Bretagne,53,0
35141,E,F,appartement,1985,110.5,483.0,2022-10-11,Bretagne,53,0
29103,C,E,maison,2018,85.1,227.0,2022-10-11,Bretagne,53,0
35232,D,C,appartement,1967,79.2,319.0,2022-10-11,Bretagne,53,0
29291,F,G,appartement,1967,54.0,340.0,2022-10-12,Bretagne,53,1
29315,F,F,maison,1945,46.0,486.0,2022-10-12,Bretagne,53,1
22152,C,G,immeuble,1994,48.7,281.0,2022-10-12,Bretagne,53,0
35098,G,D,appartement,1931,93.0,490.0,2022-10-12,Bretagne,53,1
29322,C,D,maison,1987,29.8,281.0,2022-10-13,Bretagne,53,0
29362,E,D,appartement,1976,74.7,676.0,2022-10-13,Bretagne,53,0
35052,C,C,immeuble,2014,52.7,154.0,2022-10-13,Bretagne,53,0
56172,C,G,maison,1993,67.6,235.0,2022-10-13,Bretagne,53,0
22158,B,C,appartement,1995,124.5,130.0,2022-10-14,Bretagne,53,0
35373,D,D,maison,1968,56.0,278.0,2022-10-14,Bretagne,53,0
22300,D,B,maison,1985,48.4,266.0,2022-10-14,Bretagne,53,0
35128,D,F,appartement,1989,30.8,290.0,2022-10-15,Bretagne,53,0
35011,D,E,maison,1973,110.8,167.0,2022-10-15,Bretagne,53,0
29128,E,D,maison,1986,69.8,607.0,2022-10-15,Bretagne,53,0
56241,B,E,appartement,2012,46.9,85.0,2022-10-15,Bretagne,53,0
56250,D,E,maison,1992,107.1,178.0,2022-10-16,Bretagne,53,0
35092,C,G,maison,1996,138.4,326.0,2022-10-16,Bretagne,53,0
29256,E,E,maison,1974,48.3,393.0,2022-10-16,Bretagne,53,0
35013,B,B,maison,1996,57.5,135.0,2022-10-16,Bretagne,53,0
56318,F,E,maison,1941,82.2,528.0,2022-10-17,Bretagne,53,1
29276,B,F,maison,1986,85.8,77.0,2022-10-17,Bretagne,53,0
22117,G,F,maison,1955,35.7,593.0,2022-10-17,Bretagne,53,1
35038,C,F,appartement,1992,70.2,259.0,2022-10-17,Bretagne,53,0
22262,D,F,immeuble,1993,20.6,245.0,2022-10-18,Bretagne,53,0
22090,G,C,maison,1956,40.6,549.0,2022-10-18,Bretagne,53,1
56307,B,G,appartement,1986,98.1,106.0,2022-10-18,Bretagne,53,0
35161,F,C,maison,1933,98.3,532.0,2022-10-18,Bretagne,53,1
56031,C,D,appartement,2012,70.6,269.0,2022-10-19,Bretagne,53,0
35209,F,F,maison,1931,68.6,567.0,2022-10-19,Bretagne,53,1
22165,F,C,maison,1943,114.2,413.0,2022-10-19,Bretagne,53,1
35257,D,F,maison,1972,69.5,264.0,2022-10-19,Bretagne,53,0
56219,E,E,maison,1985,44.4,681.0,2022-10-20,Bretagne,53,0
29098,G,C,maison,1955,202.8,653.0,2022-10-20,Bretagne,53,1
29159,A,F,maison,2007,83.3,130.0,2022-10-20,Bretagne,53,0
22107,B,E,appartement,2000,102.7,89.0,2022-10-20,Bretagne,53,0
29289,F,D,appartement,1953,85.8,558.0,2022-10-21,Bretagne,53,1
56369,F,G,appartement,1963,40.3,522.0,2022-10-21,Bretagne,53,1
56271,E,E,appartement,1978,75.1,393.0,2022-10-21,Bretagne,53,0
29200,E,E,appartement,1967,61.1,380.0,2022-10-21,Bretagne,53,0
22376,D,E,maison,1983,120.8,274.0,2022-10-22,Bretagne,53,0
56087,D,D,maison,1971,32.2,233.0,2022-10-22,Bretagne,53,0
29259,D,D,maison,1975,39.6,285.0,2022-10-22,Bretagne,53,0
56048,E,D,maison,1984,41.3,517.0,2022-10-22,Bretagne,53,0
29360,G,C,maison,1950,90.5,672.0,2022-10-23,Bretagne,53,1
22133,B,C,maison,2005,38.6,66.0,2022-10-23,Bretagne,53,0
29327,C,E,appartement,1994,56.4,168.0,2022-10-23,Bretagne,53,0
29321,E,F,appartement,1976,68.8,484.0,2022-10-23,Bretagne,53,0
35221,C,G,maison,2012,30.3,203.0,2022-10-24,Bretagne,53,0
56111,C,D,maison,2016,104.6,270.0,2022-10-24,Bretagne,53,0
29247,D,E,maison,1988,143.1,167.0,2022-10-24,Bretagne,53,0
35351,C,E,maison,2000,48.2,243.0,2022-10-25,Bretagne,53,0
29305,E,F,appartement,1965,29.4,644.0,2022-10-25,Bretagne,53,0
22026,E,B,appartement,1988,83.5,601.0,2022-10-25,Bretagne,53,0
56203,B,E,maison,2013,60.0,84.0,2022-10-25,Bretagne,53,0
29138,D,F,maison,1991,74.5,208.0,2022-10-26,Bretagne,53,0
35172,C,D,maison,2003,58.1,206.0,2022-10-26,Bretagne,53,0
29072,B,F,maison,2004,65.5,132.0,2022-10-26,Bretagne,53,0
56225,E,D,maison,1966,164.4,650.0,2022-10-26,Bretagne,53,0
29337,F,C,maison,1964,80.2,583.0,2022-10-27,Bretagne,53,1
22322,F,G,maison,1949,50.2,332.0,2022-10-27,Bretagne,53,1
22371,F,E,maison,1966,36.4,587.0,2022-10-27,Bretagne,53,1
35182,G,E,maison,1961,42.3,366.0,2022-10-27,Bretagne,53,1
22168,A,E,appartement,2018,153.6,115.0,2022-10-28,Bretagne,53,0
56297,F,B,appartement,1964,62.7,635.0,2022-10-28,Bretagne,53,1
22029,D,G,maison,1994,102.9,280.0,2022-10-28,Bretagne,53,0
29123,E,D,appartement,1972,157.6,467.0,2022-10-28,Bretagne,53,0
56326,C,E,immeuble,2013,66.4,221.0,2022-10-29,Bretagne,53,0
35167,C,F,maison,2000,77.0,330.0,2022-10-29,Bretagne,53,0
22061,F,D,appartement,1960,24.7,366.0,2022-10-29,Bretagne,53,1
35049,F,C,appartement,1923,60.1,540.0,2022-10-29,Bretagne,53,1
29314,G,B,maison,1920,52.9,604.0,2022-10-30,Bretagne,53,1
56321,G,E,appartement,1942,82.5,509.0,2022-10-30,Bretagne,53,1
22370,C,G,appartement,1999,52.6,187.0,2022-10-30,Bretagne,53,0
35247,G,C,appartement,1971,42.1,511.0,2022-10-30,Bretagne,53,1
35178,E,D,immeuble,1973,94.4,453.0,2022-10-31,Bretagne,53,0
22028,E,C,appartement,1979,62.7,530.0,2022-10-31,Bretagne,53,0
35150,F,G,appartement,1942,92.8,387.0,2022-10-31,Bretagne,53,1
22181,G,E,appartement,1925,59.0,566.0,2022-10-31,Bretagne,53,1
35277,G,G,maison,1974,55.7,343.0,2022-11-01,Bretagne,53,1
22253,F,D,maison,1921,93.3,417.0,2022-11-01,Bretagne,53,1
29163,E,F,appartement,1973,77.4,688.0,2022-11-01,Bretagne,53,0
22338,B,E,appartement,1988,118.2,55.0,2022-11-01,Bretagne,53,0
29301,A,D,appartement,2018,83.5,92.0,2022-11-02,Bretagne,53,0
35344,C,E,appartement,2019,26.1,178.0,2022-11-02,Bretagne,53,0
22385,F,D,appartement,1972,89.7,446.0,2022-11-02,Bretagne,53,1
22040,D,F,maison,1970,65.1,220.0,2022-11-02,Bretagne,53,0
56125,E,D,appartement,1986,129.8,653.0,2022-11-03,Bretagne,53,0
29083,G,D,appartement,1966,98.0,482.0,2022-11-03,Bretagne,53,1
35106,A,A,appartement,2004,42.0,116.0,2022-11-03,Bretagne,53,0
56101,G,E,appartement,1946,43.9,585.0,2022-11-03,Bretagne,53,1
56261,F,B,maison,1938,23.1,433.0,2022-11-04,Bretagne,53,1
56318,F,C,maison,1974,63.4,478.0,2022-11-04,Bretagne,53,1
35004,D,G,appartement,1983,31.1,255.0,2022-11-04,Bretagne,53,0
29345,G,C,maison,1968,100.6,489.0,2022-11-05,Bretagne,53,1
56262,C,E,immeuble,2018,81.0,300.0,2022-11-05,Bretagne,53,0
22262,D,D,appartement,1980,77.8,266.0,2022-11-05,Bretagne,53,0
56177,E,E,appartement,1990,41.9,613.0,2022-11-05,Bretagne,53,0
56248,D,G,maison,1989,45.6,235.0,2022-11-06,Bretagne,53,0
22044,D,F,appartement,1965,77.3,179.0,2022-11-06,Bretagne,53,0
29093,E,E,appartement,1989,84.3,415.0,2022-11-06,Bretagne,53,0
56350,F,D,appartement,1970,52.5,594.0,2022-11-06,Bretagne,53,1
35257,G,F,appartement,1956,52.8,683.0,2022-11-07,Bretagne,53,1
22228,E,D,maison,1979,77.5,609.0,2022-11-07,Bretagne,53,0
35255,G,B,maison,1965,51.8,464.0,2022-11-07,Bretagne,53,1
29150,C,D,maison,2019,66.9,166.0,2022-11-07,Bretagne,53,0
56120,E,D,appartement,1985,123.5,636.0,2022-11-08,Bretagne,53,0
56291,E,E,maison,1968,46.1,652.0,2022-11-08,Bretagne,53,0
56313,G,D,maison,1958,117.0,688.0,2022-11-08,Bretagne,53,1
56156,E,F,appartement,1972,70.3,571.0,2022-11-08,Bretagne,53,0
29019,C,D,appartement,1991,29.0,268.0,2022-11-09,Bretagne,53,0
35154,D,E,maison,1980,75.8,248.0,2022-11-09,Bretagne,53,0
29377,E,E,appartement,1966,88.0,437.0,2022-11-09,Bretagne,53,0
22367,C,E,maison,2006,55.0,294.0,2022-11-09,Bretagne,53,0
22160,A,E,appartement,2005,46.5,69.0,2022-11-10,Bretagne,53,0
56341,F,B,appartement,1921,156.3,481.0,2022-11-10,Bretagne,53,1
56122,B,E,appartement,1987,44.8,106.0,2022-11-10,Bretagne,53,0
35193,C,D,maison,2016,27.0,214.0,2022-11-10,Bretagne,53,0
29383,E,C,maison,1976,175.9,358.0,2022-11-11,Bretagne,53,0
56032,E,C,appartement,1977,123.8,420.0,2022-11-11,Bretagne,53,0
22298,D,F,maison,1984,172.7,258.0,2022-11-11,Bretagne,53,0
56141,F,F,appartement,1944,66.2,619.0,2022-11-11,Bretagne,53,1
35087,D,D,appartement,1981,73.3,227.0,2022-11-12,Bretagne,53,0
29380,D,D,appartement,1984,140.6,180.0,2022-11-12,Bretagne,53,0
56263,E,F,immeuble,1969,43.3,346.0,2022-11-12,Bretagne,53,0
22173,A,E,appartement,1989,47.2,66.0,2022-11-12,Bretagne,53,0
35300,C,G,immeuble,2017,41.3,232.0,2022-11-13,Bretagne,53,0
22022,D,D,maison,1977,33.4,248.0,2022-11-13,Bretagne,53,0
22293,F,C,appartement,1962,36.2,520.0,2022-11-13,Bretagne,53,1
35134,D,E,appartement,1986,74.3,249.0,2022-11-13,Bretagne,53,0
56181,E,D,maison,1987,57.9,369.0,2022-11-14,Bretagne,53,0
29279,D,C,appartement,1990,37.2,289.0,2022-11-14,Bretagne,53,0
35076,E,G,appartement,1980,27.1,633.0,2022-11-14,Bretagne,53,0
56159,G,D,maison,1956,42.7,415.0,2022-11-14,Bretagne,53,1
56235,D,E,maison,1967,109.6,293.0,2022-11-15,Bretagne,53,0
56180,C,F,appartement,2000,34.9,326.0,2022-11-15,Bretagne,53,0
56366,C,A,maison,2012,120.1,205.0,2022-11-15,Bretagne,53,0
22376,A,F,appartement,2001,93.4,86.0,2022-11-16,Bretagne,53,0
56018,F,E,maison,1964,164.6,693.0,2022-11-16,Bretagne,53,1
35107,C,C,maison,2001,51.3,243.0,2022-11-16,Bretagne,53,0
35311,E,B,appartement,1965,91.5,422.0,2022-11-16,Bretagne,53,0
29206,C,A,appartement,2009,53.8,312.0,2022-11-17,Bretagne,53,0
35133,E,F,maison,1968,90.1,353.0,2022-11-17,Bretagne,53,0
22124,D,F,maison,1976,23.1,230.0,2022-11-17,Bretagne,53,0
22108,E,F,appartement,1993,83.8,400.0,2022-11-17,Bretagne,53,0
56379,D,A,appartement,1974,69.5,260.0,2022-11-18,Bretagne,53,0
29366,D,D,appartement,1967,38.0,207.0,2022-11-18,Bretagne,53,0
56277,D,E,maison,1977,91.8,311.0,2022-11-18,Bretagne,53,0
22031,F,C,maison,1974,36.4,692.0,2022-11-18,Bretagne,53,1
29170,D,C,maison,1969,125.0,158.0,2022-11-19,Bretagne,53,0
29192,E,E,appartement,1976,36.9,548.0,2022-11-19,Bretagne,53,0
35002,B,G,appartement,1988,125.9,77.0,2022-11-19,Bretagne,53,0
56066,D,D,maison,1967,31.4,305.0,2022-11-19,Bretagne,53,0
29196,B,D,maison,1992,108.7,123.0,2022-11-20,Bretagne,53,0
29339,E,C,appartement,1974,105.1,370.0,2022-11-20,Bretagne,53,0
56188,F,E,appartement,1955,34.5,580.0,2022-11-20,Bretagne,53,1
29279,D,G,appartement,1987,24.8,180.0,2022-11-20,Bretagne,53,0
56210,D,D,maison,1979,78.2,329.0,2022-11-21,Bretagne,53,0
35286,D,G,appartement,1979,119.1,218.0,2022-11-21,Bretagne,53,0
56012,E,D,maison,1980,64.2,690.0,2022-11-21,Bretagne,53,0
22095,D,C,maison,1983,150.5,245.0,2022-11-21,Bretagne,53,0
22349,B,D,appartement,2017,89.7,146.0,2022-11-22,Bretagne,53,0
29214,D,D,maison,1977,28.6,239.0,2022-11-22,Bretagne,53,0
35014,C,B,maison,1989,42.8,188.0,2022-11-22,Bretagne,53,0
22232,C,B,appartement,2002,76.0,229.0,2022-11-22,Bretagne,53,0
35159,B,F,appartement,2002,63.9,65.0,2022-11-23,Bretagne,53,0
56019,G,G,maison,1966,33.0,533.0,2022-11-23,Bretagne,53,1
22234,G,C,appartement,1922,168.4,480.0,2022-11-23,Bretagne,53,1
29001,B,E,maison,1991,49.4,55.0,2022-11-23,Bretagne,53,0
29167,G,F,maison,1926,62.6,385.0,2022-11-24,Bretagne,53,1
29018,G,E,appartement,1927,99.7,574.0,2022-11-24,Bretagne,53,1
29396,E,B,maison,1982,38.3,455.0,2022-11-24,Bretagne,53,0
29166,F,D,maison,1972,34.8,483.0,2022-11-24,Bretagne,53,1
22380,D,E,appartement,1976,185.5,323.0,2022-11-25,Bretagne,53,0
56143,D,B,maison,1969,89.9,173.0,2022-11-25,Bretagne,53,0
35357,B,B,appartement,1988,37.6,65.0,2022-11-25,Bretagne,53,0
56219,G,E,appartement,1935,91.4,457.0,2022-11-25,Bretagne,53,1
56373,F,G,appartement,1963,58.8,630.0,2022-11-26,Bretagne,53,1
22097,D,D,maison,1981,49.6,243.0,2022-11-26,Bretagne,53,0
35353,C,E,maison,2012,90.5,328.0,2022-11-26,Bretagne,53,0
22248,F,G,maison,1956,63.8,665.0,2022-11-27,Bretagne,53,1
29208,C,C,appartement,2001,47.1,294.0,2022-11-27,Bretagne,53,0
22182,E,F,appartement,1988,55.8,381.0,2022-11-27,Bretagne,53,0
35058,E,E,maison,1990,59.3,512.0,2022-11-27,Bretagne,53,0
56314,G,D,immeuble,1960,67.3,432.0,2022-11-28,Bretagne,53,1
29383,B,D,appartement,2006,29.9,133.0,2022-11-28,Bretagne,53,0
29197,F,F,appartement,1957,197.4,690.0,2022-11-28,Bretagne,53,1
29203,C,E,maison,2012,47.2,304.0,2022-11-28,Bretagne,53,0
29110,D,E,appartement,1986,78.2,282.0,2022-11-29,Bretagne,53,0
22334,G,E,appartement,1949,63.9,579.0,2022-11-29,Bretagne,53,1
22245,E,F,maison,1986,59.0,552.0,2022-11-29,Bretagne,53,0
35363,F,B,maison,1952,27.2,645.0,2022-11-29,Bretagne,53,1
56244,D,C,maison,1965,55.8,272.0,2022-11-30,Bretagne,53,0
35211,D,G,maison,1985,206.8,244.0,2022-11-30,Bretagne,53,0
29163,C,E,appartement,2018,136.4,161.0,2022-11-30,Bretagne,53,0
29047,F,G,maison,1972,43.7,576.0,2022-11-30,Bretagne,53,1
22346,F,D,maison,1958,77.3,595.0,2022-12-01,Bretagne,53,1
35171,E,D,maison,1972,151.4,668.0,2022-12-01,Bretagne,53,0
22378,E,F,appartement,1991,49.5,590.0,2022-12-01,Bretagne,53,0
56333,E,E,appartement,1967,75.4,363.0,2022-12-01,Bretagne,53,0
22004,D,F,maison,1969,125.7,217.0,2022-12-02,Bretagne,53,0
29234,C,E,maison,2015,119.7,275.0,2022-12-02,Bretagne,53,0
29031,E,C,maison,1994,50.7,435.0,2022-12-02,Bretagne,53,0
35092,E,D,maison,1968,72.6,369.0,2022-12-02,Bretagne,53,0
29380,D,F,maison,1992,119.3,308.0,2022-12-03,Bretagne,53,0
22227,E,E,maison,1993,33.6,405.0,2022-12-03,Bretagne,53,0
56074,C,F,maison,1986,27.4,261.0,2022-12-03,Bretagne,53,0
56325,D,B,appartement,1993,46.5,220.0,2022-12-03,Bretagne,53,0
22177,G,C,appartement,1941,43.0,390.0,2022-12-04,Bretagne,53,1
22137,D,C,appartement,1990,176.8,201.0,2022-12-04,Bretagne,53,0
56292,E,F,appartement,1980,129.1,700.0,2022-12-04,Bretagne,53,0
22170,C,E,appartement,1990,64.6,218.0,2022-12-04,Bretagne,53,0
29259,G,F,appartement,1948,120.3,592.0,2022-12-05,Bretagne,53,1
56046,E,B,maison,1969,45.2,630.0,2022-12-05,Bretagne,53,0
35005,B,F,maison,2019,117.1,53.0,2022-12-05,Bretagne,53,0
29394,F,G,appartement,1936,47.4,468.0,2022-12-05,Bretagne,53,1
22084,D,C,maison,1980,69.0,171.0,2022-12-06,Bretagne,53,0
22187,D,B,appartement,1982,68.1,267.0,2022-12-06,Bretagne,53,0
56266,F,E,maison,1971,97.0,510.0,2022-12-06,Bretagne,53,1
35261,F,G,appartement,1967,39.4,388.0,2022-12-06,Bretagne,53,1
35141,D,F,maison,1984,176.3,171.0,2022-12-07,Bretagne,53,0
29168,F,E,appartement,1946,52.8,603.0,2022-12-07,Bretagne,53,1
56164,F,C,maison,1931,55.8,641.0,2022-12-07,Bretagne,53,1
29080,D,A,appartement,1971,62.1,302.0,2022-12-08,Bretagne,53,0
29244,F,C,maison,1927,64.0,437.0,2022-12-08,Bretagne,53,1
29151,E,F,appartement,1989,98.7,498.0,2022-12-08,Bretagne,53,0
22012,D,G,appartement,1991,81.5,228.0,2022-12-08,Bretagne,53,0
22199,F,F,maison,1950,253.0,354.0,2022-12-09,Bretagne,53,1
22089,C,E,immeuble,2009,18.0,328.0,2022-12-09,Bretagne,53,0
29162,F,E,maison,1929,99.7,423.0,2022-12-09,Bretagne,53,1
22049,E,F,maison,1979,128.5,522.0,2022-12-09,Bretagne,53,0
56081,G,F,appartement,1931,110.4,394.0,2022-12-10,Bretagne,53,1
56062,C,C,maison,1993,112.6,188.0,2022-12-10,Bretagne,53,0
29198,E,E,appartement,1982,18.0,380.0,2022-12-10,Bretagne,53,0
35224,F,D,appartement,1931,54.2,432.0,2022-12-10,Bretagne,53,1
29268,D,A,maison,1970,122.8,322.0,2022-12-11,Bretagne,53,0
35091,G,C,appartement,1947,62.9,464.0,2022-12-11,Bretagne,53,1
56129,F,D,appartement,1953,65.0,555.0,2022-12-11,Bretagne,53,1
29311,F,F,appartement,1933,64.7,682.0,2022-12-11,Bretagne,53,1
22068,F,D,appartement,1924,46.0,361.0,2022-12-12,Bretagne,53,1
29215,D,D,appartement,1980,110.1,239.0,2022-12-12,Bretagne,53,0
35395,C,F,maison,2011,72.3,194.0,2022-12-12,Bretagne,53,0
56018,F,F,maison,1923,36.6,595.0,2022-12-12,Bretagne,53,1
22273,E,D,appartement,1982,158.5,460.0,2022-12-13,Bretagne,53,0
35088,E,B,maison,1968,101.3,519.0,2022-12-13,Bretagne,53,0
56376,B,D,maison,2012,25.9,88.0,2022-12-13,Bretagne,53,0
22188,F,E,appartement,1926,37.4,483.0,2022-12-13,Bretagne,53,1
22250,E,B,appartement,1966,68.7,440.0,2022-12-14,Bretagne,53,0
22277,D,F,appartement,1969,95.8,322.0,2022-12-14,Bretagne,53,0
29393,G,B,maison,1972,40.4,615.0,2022-12-14,Bretagne,53,1
56035,D,F,appartement,1990,80.6,244.0,2022-12-14,Bretagne,53,0
29038,D,D,appartement,1970,64.0,320.0,2022-12-15,Bretagne,53,0
22191,D,E,maison,1994,88.8,296.0,2022-12-15,Bretagne,53,0
29198,C,D,appartement,2016,37.2,187.0,2022-12-15,Bretagne,53,0
56087,F,F,maison,1932,97.2,572.0,2022-12-15,Bretagne,53,1
29384,D,E,appartement,1993,39.7,180.0,2022-12-16,Bretagne,53,0
56255,F,E,maison,1967,283.9,684.0,2022-12-16,Bretagne,53,1
22027,B,E,maison,2017,84.3,115.0,2022-12-16,Bretagne,53,0
56066,G,D,maison,1966,88.6,469.0,2022-12-16,Bretagne,53,1
22112,D,E,appartement,1973,106.5,245.0,2022-12-17,Bretagne,53,0
29055,F,G,appartement,1929,124.6,584.0,2022-12-17,Bretagne,53,1
35154,F,C,appartement,1939,59.5,449.0,2022-12-17,Bretagne,53,1
35290,C,D,appartement,1997,24.1,155.0,2022-12-17,Bretagne,53,0
35229,E,E,appartement,1965,49.6,588.0,2022-12-18,Bretagne,53,0
56390,G,F,maison,1956,56.1,596.0,2022-12-18,Bretagne,53,1
35175,C,G,appartement,2009,64.1,206.0,2022-12-18,Bretagne,53,0
22184,B,F,immeuble,2012,113.1,85.0,2022-12-19,Bretagne,53,0
35252,D,C,maison,1970,46.1,170.0,2022-12-19,Bretagne,53,0
35228,D,E,appartement,1970,44.7,293.0,2022-12-19,Bretagne,53,0
35267,F,B,appartement,1943,88.0,365.0,2022-12-19,Bretagne,53,1
22187,D,D,maison,1973,39.7,277.0,2022-12-20,Bretagne,53,0
29299,E,F,immeuble,1969,46.1,698.0,2022-12-20,Bretagne,53,0
22355,E,C,maison,1989,64.4,471.0,2022-12-20,Bretagne,53,0
