CODGEO,NOM_COMMUNE,DEP,REGION,REGION_CODE,NB_DPE_TOTAL,NB_PASSOIRES,TAUX_PASSOIRES,NB_CLASSE_A,NB_CLASSE_B,NB_CLASSE_C,NB_CLASSE_D,NB_CLASSE_E,NB_CLASSE_F,NB_CLASSE_G,SURFACE_MOY,CONSO_ENERGIE_MOY,ANNEE_CONSTRUCTION_MOY,NB_MAISONS_DPE,NB_APPARTS_DPE,POPULATION,REVENU_MEDIAN,TAUX_PAUVRETE,MENAGES_PAUVRES,NB_LOGEMENTS,NB_RP,NB_LOGVAC,PASSOIRES_POUR_1000_HAB,TAUX_COUVERTURE_DPE,RATIO_PASSOIRES_RP,TAUX_VACANCE,SCORE_PRIORITE,CATEGORIE_PRIORITE,RANG_PRIORITE
59212,Estaires,59,Hauts-de-France,32,6,3,50.0,0,1,1,1,0,1,2,75.4,417.0,1964.5,5,1,6525.0,13972.0,32.4,29.3,,,,0.46,,,,0.5209,Moyenne,538
59238,Flines-lès-Mortagne,59,Hauts-de-France,32,5,3,60.0,0,0,0,0,2,3,0,73.1,456.6,1957.8,1,4,1685.0,18883.0,23.9,24.7,,,,1.78,,,,0.5029,Moyenne,617
59266,Gondecourt,59,Hauts-de-France,32,5,1,20.0,1,1,0,0,2,0,1,53.0,335.2,1978.0,2,3,4148.0,17379.0,22.3,20.7,,,,0.24,,,,0.3596,Moyenne,1672
59276,Guesnain,59,Hauts-de-France,32,5,1,20.0,0,0,1,3,0,1,0,75.7,300.6,1983.0,3,1,4635.0,18153.0,27.3,24.7,,,,0.22,,,,0.3503,Moyenne,1728
59297,Hélesmes,59,Hauts-de-France,32,5,1,20.0,0,1,2,1,0,1,0,55.9,247.6,1986.6,3,2,1907.0,19928.0,26.2,28.5,,,,0.52,,,,0.3292,Faible,1904
59298,,,Hauts-de-France,32,6,2,33.33,0,0,1,2,1,2,0,62.1,376.3,1972.2,3,3,,,,,,,,,,,,,,3613
59313,Hordain,59,Hauts-de-France,32,5,1,20.0,0,1,1,1,1,1,0,100.0,380.2,1980.6,2,2,1446.0,19259.0,24.5,23.3,,,,0.69,,,,0.3374,Moyenne,1827
59316,Houplin-Ancoisne,59,Hauts-de-France,32,6,1,16.67,0,1,2,0,2,0,1,62.0,326.3,1986.7,3,3,3326.0,20125.0,25.4,21.9,,,,0.3,,,,0.3133,Faible,2003
59332,Lannoy,59,Hauts-de-France,32,5,3,60.0,0,0,2,0,0,2,1,81.1,436.4,1977.2,1,4,1812.0,17086.0,25.1,25.5,,,,1.66,,,,0.5244,Moyenne,521
59340,Leffrinckoucke,59,Hauts-de-France,32,6,2,33.33,1,0,0,1,2,2,0,69.9,440.2,1985.0,1,5,4078.0,22031.0,22.0,21.6,,,,0.49,,,,0.3571,Moyenne,1683
59352,Linselles,59,Hauts-de-France,32,6,1,16.67,0,0,0,2,3,0,1,82.0,431.3,1972.0,2,4,8161.0,21033.0,21.1,22.0,,,,0.12,,,,0.3022,Faible,2089
59364,Louvil,59,Hauts-de-France,32,5,1,20.0,0,0,0,2,2,1,0,69.5,407.8,1974.4,3,1,922.0,16495.0,29.1,24.5,,,,1.08,,,,0.371,Moyenne,1595
59366,Lynde,59,Hauts-de-France,32,6,1,16.67,0,0,0,2,3,1,0,55.2,388.0,1972.0,3,3,783.0,17370.0,27.8,26.8,,,,1.28,,,,0.3474,Moyenne,1754
59372,Malincourt,59,Hauts-de-France,32,5,3,60.0,0,0,0,1,1,2,1,66.8,395.0,1956.0,2,3,498.0,15315.0,31.6,31.5,,,,6.02,,,,0.5496,Moyenne,446
59374,Marbaix,59,Hauts-de-France,32,8,6,75.0,0,0,1,1,0,5,1,76.4,452.0,1964.2,3,2,461.0,18541.0,22.9,26.8,,,,13.02,,,,0.5768,Moyenne,394
60002,Abbecourt,60,Hauts-de-France,32,5,2,40.0,0,0,0,2,1,1,1,119.6,404.6,1968.4,2,3,879.0,22231.0,24.7,23.7,8986.0,6091.0,1306.0,2.28,0.06,0.03,14.53,0.383,Moyenne,1500
60011,Amy,60,Hauts-de-France,32,5,1,20.0,0,0,0,2,2,1,0,64.2,343.0,1978.6,1,3,419.0,19903.0,24.9,24.2,26157.0,19192.0,3072.0,2.39,0.02,0.01,11.74,0.3311,Moyenne,1887
60014,Angivillers,60,Hauts-de-France,32,5,1,20.0,1,0,0,1,2,0,1,89.8,283.8,1979.0,2,2,155.0,18287.0,26.0,22.3,2528.0,1840.0,309.0,6.45,0.2,0.05,12.22,0.3541,Moyenne,1714
60018,,,Hauts-de-France,32,5,4,80.0,0,0,0,0,1,2,2,112.8,483.8,1958.4,4,1,,,,,658.0,532.0,42.0,,0.76,0.75,6.38,,,3613
60029,Auneuil,60,Hauts-de-France,32,5,1,20.0,0,0,3,0,1,1,0,53.3,318.6,1988.4,1,2,2898.0,18010.0,26.6,23.0,603.0,399.0,46.0,0.35,0.83,0.25,7.63,0.3521,Moyenne,1722
60050,Bazicourt,60,Hauts-de-France,32,5,1,20.0,0,0,0,1,3,0,1,60.4,448.0,1976.0,2,3,388.0,13918.0,29.5,27.6,706.0,557.0,83.0,2.58,0.71,0.18,11.76,0.4034,Moyenne,1328
60056,Beaurepaire,60,Hauts-de-France,32,5,3,60.0,0,0,1,1,0,1,2,83.5,412.4,1970.0,0,5,63.0,20080.0,20.7,16.8,598.0,425.0,65.0,47.62,0.84,0.71,10.87,0.5286,Moyenne,509
60058,Beauvoir,60,Hauts-de-France,32,6,2,33.33,0,0,0,3,1,2,0,65.8,339.0,1968.5,3,3,239.0,21068.0,19.7,20.5,1316.0,935.0,135.0,8.37,0.46,0.21,10.26,0.3756,Moyenne,1559
60061,Belloy,60,Hauts-de-France,32,5,3,60.0,0,0,0,1,1,0,3,74.3,533.8,1961.4,4,1,68.0,19682.0,22.8,25.2,154.0,121.0,13.0,44.12,3.25,2.48,8.44,0.5303,Moyenne,505
60081,Bonlier,60,Hauts-de-France,32,5,2,40.0,1,0,0,0,2,2,0,101.4,451.2,1968.8,3,2,467.0,23087.0,26.8,23.7,26590.0,19346.0,1715.0,4.28,0.02,0.01,6.45,0.3744,Moyenne,1569
60087,Borest,60,Hauts-de-France,32,6,1,16.67,0,0,2,1,2,1,0,55.3,328.5,1977.5,2,4,367.0,21002.0,23.8,22.1,1717.0,1261.0,207.0,2.72,0.35,0.08,12.06,0.3048,Faible,2068
60093,Boulogne-la-Grasse,60,Hauts-de-France,32,7,2,28.57,1,1,1,2,0,2,0,80.4,299.9,1977.7,6,1,472.0,24278.0,16.7,16.2,65.0,42.0,5.0,4.24,10.77,4.76,7.69,0.3143,Faible,1996
60094,Boursonne,60,Hauts-de-France,32,5,0,0.0,0,2,1,1,1,0,0,63.2,271.4,1985.0,2,3,303.0,19005.0,24.4,20.9,25.0,20.0,1.0,0.0,20.0,0.0,4.0,0.2598,Faible,2556
60096,,,Hauts-de-France,32,7,3,42.86,0,0,1,1,2,3,0,59.0,478.9,1970.4,5,1,,,,,649.0,493.0,43.0,,1.08,0.61,6.63,,,3613
60098,Bouvresse,60,Hauts-de-France,32,6,2,33.33,0,0,0,2,2,2,0,81.7,416.5,1971.0,5,0,170.0,17048.0,26.8,29.4,396.0,267.0,52.0,11.76,1.52,0.75,13.13,0.427,Moyenne,1132
60116,Bury,60,Hauts-de-France,32,5,1,20.0,0,0,0,3,1,1,0,71.5,374.2,1974.6,1,4,2838.0,21753.0,20.1,19.0,,,,0.35,,,,0.307,Faible,2053
60118,Caisnes,60,Hauts-de-France,32,6,1,16.67,0,0,0,2,3,1,0,96.7,433.5,1981.5,1,5,518.0,18949.0,23.4,22.6,,,,1.93,,,,0.3289,Faible,1908
60122,Campeaux,60,Hauts-de-France,32,5,2,40.0,0,0,1,2,0,1,1,69.9,411.8,1976.8,3,2,483.0,14810.0,32.0,26.7,,,,4.14,,,,0.474,Moyenne,787
60134,Cauffry,60,Hauts-de-France,32,5,2,40.0,0,0,0,3,0,1,1,94.8,288.2,1973.6,3,2,2649.0,18736.0,23.7,25.0,,,,0.76,,,,0.4238,Moyenne,1161
60143,Chaumont-en-Vexin,60,Hauts-de-France,32,5,1,20.0,0,1,1,1,1,1,0,84.2,333.2,1981.2,1,4,3338.0,26639.0,14.7,11.9,,,,0.3,,,,0.2482,Faible,2718
60146,Chepoix,60,Hauts-de-France,32,5,2,40.0,0,0,0,2,1,1,1,97.4,453.6,1978.6,4,1,442.0,17663.0,28.1,25.6,,,,4.52,,,,0.44,Moyenne,1031
60163,Cormeilles,60,Hauts-de-France,32,6,3,50.0,0,0,1,2,0,1,2,58.4,379.0,1967.2,4,2,392.0,20389.0,20.8,21.4,,,,7.65,,,,0.4499,Moyenne,947
60180,Crillon,60,Hauts-de-France,32,6,2,33.33,0,1,0,2,1,1,1,47.8,375.0,1968.7,4,2,488.0,18247.0,29.9,25.5,,,,4.1,,,,0.4059,Moyenne,1302
60186,Cuignières,60,Hauts-de-France,32,5,3,60.0,0,0,0,1,1,1,2,99.0,460.0,1965.8,3,1,274.0,26762.0,18.6,20.5,,,,10.95,,,,0.416,Moyenne,1214
60193,Daméraucourt,60,Hauts-de-France,32,6,1,16.67,0,1,0,3,1,1,0,74.5,290.2,1978.8,5,1,198.0,24156.0,19.8,22.1,,,,5.05,,,,0.2689,Faible,2427
60204,Écuvilly,60,Hauts-de-France,32,5,2,40.0,0,0,2,1,0,2,0,94.8,332.0,1976.2,2,2,297.0,18599.0,25.9,23.6,,,,6.73,,,,0.4306,Moyenne,1103
60214,Ernemont-Boutavent,60,Hauts-de-France,32,5,2,40.0,0,0,1,2,0,1,1,117.9,404.8,1961.8,4,1,172.0,21763.0,19.2,17.8,,,,11.63,,,,0.3968,Moyenne,1381
60230,Le Fay-Saint-Quentin,60,Hauts-de-France,32,5,2,40.0,0,0,1,1,1,1,1,95.9,417.0,1967.2,1,4,531.0,25112.0,19.1,19.7,,,,3.77,,,,0.3496,Moyenne,1740
60238,Fleurines,60,Hauts-de-France,32,5,2,40.0,0,0,0,0,3,1,1,61.6,437.6,1968.6,2,2,1910.0,18309.0,27.2,28.6,,,,1.05,,,,0.4292,Moyenne,1115
60239,Fleury,60,Hauts-de-France,32,8,2,25.0,1,1,2,0,2,1,1,72.6,312.5,1983.6,2,4,592.0,20777.0,21.9,25.3,,,,3.38,,,,0.3414,Moyenne,1804
60254,Francières,60,Hauts-de-France,32,6,1,16.67,0,0,2,2,1,1,0,70.9,384.3,1973.5,1,4,543.0,14918.0,26.7,22.2,,,,1.84,,,,0.3774,Moyenne,1542
60260,Fresnoy-la-Rivière,60,Hauts-de-France,32,6,1,16.67,1,0,0,3,1,0,1,97.0,294.5,1974.3,2,4,670.0,24296.0,20.9,24.2,,,,1.49,,,,0.2641,Faible,2487
60272,Gilocourt,60,Hauts-de-France,32,5,3,60.0,0,0,1,1,0,0,3,62.4,402.8,1971.6,4,1,626.0,19132.0,25.3,27.0,,,,4.79,,,,0.5025,Moyenne,619
60286,Grandvilliers,60,Hauts-de-France,32,7,2,28.57,0,0,1,3,1,0,2,82.2,384.6,1967.1,2,5,2786.0,19082.0,24.3,27.4,,,,0.72,,,,0.3738,Moyenne,1571
60305,Hautefontaine,60,Hauts-de-France,32,5,2,40.0,0,0,0,2,1,2,0,52.6,384.0,1969.0,3,2,345.0,19976.0,22.5,22.3,,,,5.8,,,,0.4132,Moyenne,1239
60316,Hodenc-l'Évêque,60,Hauts-de-France,32,6,2,33.33,0,0,0,3,1,1,1,53.6,388.8,1960.3,2,4,238.0,22625.0,23.7,21.6,,,,8.4,,,,0.3569,Moyenne,1685
60324,Jaulzy,60,Hauts-de-France,32,5,2,40.0,0,0,0,0,3,1,1,50.5,520.0,1968.2,0,5,851.0,14382.0,29.2,26.6,,,,2.35,,,,0.4776,Moyenne,763
60326,Jonquières,60,Hauts-de-France,32,5,0,0.0,1,0,1,2,1,0,0,68.9,254.6,1982.6,3,2,588.0,12900.0,34.5,32.2,,,,0.0,,,,0.3334,Moyenne,1864
60327,Jouy-sous-Thelle,60,Hauts-de-France,32,6,2,33.33,0,0,3,1,0,2,0,61.6,274.2,1979.8,0,5,1071.0,19144.0,23.5,25.9,,,,1.87,,,,0.3931,Moyenne,1403
60330,Laboissière-en-Thelle,60,Hauts-de-France,32,5,3,60.0,0,0,1,0,1,1,2,96.7,456.2,1971.8,1,4,1326.0,14959.0,31.1,36.6,,,,2.26,,,,0.5505,Moyenne,443
60349,,,Hauts-de-France,32,7,3,42.86,0,1,0,1,2,1,2,79.3,395.6,1969.3,3,4,,,,,,,,,,,,,,3613
60351,Lataule,60,Hauts-de-France,32,7,2,28.57,0,0,1,4,0,0,2,81.0,339.1,1971.1,2,5,115.0,18497.0,25.1,28.2,,,,17.39,,,,0.3955,Moyenne,1394
60362,Libermont,60,Hauts-de-France,32,6,3,50.0,0,0,0,2,1,2,1,75.1,466.7,1958.2,4,2,181.0,20292.0,22.9,25.5,,,,16.57,,,,0.4588,Moyenne,895
60363,Lierville,60,Hauts-de-France,32,5,3,60.0,0,0,0,1,1,2,1,75.4,445.4,1959.0,1,4,224.0,26964.0,14.9,12.2,,,,13.39,,,,0.4157,Moyenne,1217
60373,Machemont,60,Hauts-de-France,32,5,2,40.0,0,0,2,1,0,2,0,85.8,350.6,1971.8,3,2,830.0,22557.0,23.1,24.0,,,,2.41,,,,0.3792,Moyenne,1527
60398,Le Mesnil-en-Thelle,60,Hauts-de-France,32,6,5,83.33,0,0,0,1,0,1,4,60.3,441.2,1955.0,3,3,2439.0,19410.0,21.4,21.8,,,,2.05,,,,0.5901,Moyenne,362
62016,Airon-Saint-Vaast,62,Hauts-de-France,32,5,1,20.0,0,0,0,2,2,0,1,71.3,464.4,1972.6,0,5,185.0,14269.0,33.0,33.4,843.0,676.0,108.0,5.41,0.59,0.15,12.81,0.4016,Moyenne,1339
62020,Alembon,62,Hauts-de-France,32,5,4,80.0,0,0,0,1,0,1,3,64.7,477.8,1949.2,2,3,624.0,19227.0,24.2,27.9,847.0,690.0,86.0,6.41,0.59,0.58,10.15,0.5828,Moyenne,378
62024,Alquines,62,Hauts-de-France,32,5,2,40.0,0,0,1,1,1,1,1,75.8,408.2,1958.0,0,5,973.0,22870.0,20.3,17.3,1978.0,1413.0,125.0,2.06,0.25,0.14,6.32,0.3751,Moyenne,1563
62025,Ambleteuse,62,Hauts-de-France,32,5,2,40.0,0,0,0,2,1,2,0,75.2,514.0,1974.4,4,0,2033.0,20728.0,22.4,26.9,114.0,89.0,9.0,0.98,4.39,2.25,7.89,0.3999,Moyenne,1353
62037,Anzin-Saint-Aubin,62,Hauts-de-France,32,7,3,42.86,0,0,0,1,3,1,2,87.4,457.3,1965.4,3,4,2833.0,23361.0,20.5,20.8,271.0,205.0,38.0,1.06,2.58,1.46,14.02,0.3797,Moyenne,1521
62042,Athies,62,Hauts-de-France,32,5,1,20.0,0,1,0,0,3,0,1,108.8,386.4,1972.0,3,2,1038.0,12786.0,33.8,38.0,1329.0,973.0,93.0,0.96,0.38,0.1,7.0,0.4156,Moyenne,1218
62046,Aubin-Saint-Vaast,62,Hauts-de-France,32,6,1,16.67,0,2,0,1,2,1,0,88.3,294.2,1978.3,4,2,733.0,18771.0,26.1,21.9,1092.0,857.0,151.0,1.36,0.55,0.12,13.83,0.3306,Moyenne,1890
62058,Aumerval,62,Hauts-de-France,32,5,3,60.0,0,0,0,0,2,2,1,40.8,586.0,1959.4,4,1,189.0,17037.0,25.3,27.0,7205.0,5944.0,814.0,15.87,0.07,0.05,11.3,0.5374,Moyenne,476
62074,Bailleulval,62,Hauts-de-France,32,6,2,33.33,0,1,1,1,1,1,1,65.7,358.5,1978.3,3,3,237.0,19669.0,22.2,22.1,105.0,77.0,8.0,8.44,5.71,2.6,7.62,0.3926,Moyenne,1407
62077,Bajus,62,Hauts-de-France,32,6,1,16.67,0,0,0,1,4,1,0,68.5,455.2,1978.0,2,4,355.0,19474.0,24.0,23.1,360.0,302.0,31.0,2.82,1.67,0.33,8.61,0.3234,Faible,1939
62081,Baralle,62,Hauts-de-France,32,5,1,20.0,0,0,1,2,1,0,1,66.0,339.4,1977.0,2,3,434.0,22128.0,19.7,18.1,1642.0,1366.0,179.0,2.3,0.3,0.07,10.9,0.3042,Faible,2072
62098,,,Hauts-de-France,32,5,3,60.0,0,0,0,0,2,3,0,78.2,464.6,1963.8,3,2,,,,,7247.0,4857.0,517.0,,0.07,0.06,7.13,,,3613
62116,Bernieulles,62,Hauts-de-France,32,5,3,60.0,0,0,1,1,0,2,1,53.5,424.0,1964.0,2,3,162.0,21453.0,20.3,20.3,,,,18.52,,,,0.4866,Moyenne,705
62122,Beugny,62,Hauts-de-France,32,5,1,20.0,0,0,1,1,2,1,0,65.3,464.4,1980.2,1,4,351.0,19323.0,24.7,26.1,,,,2.85,,,,0.3385,Moyenne,1819
62133,Billy-Montigny,62,Hauts-de-France,32,5,3,60.0,0,0,0,2,0,2,1,57.1,404.0,1968.6,4,1,7937.0,19037.0,24.1,27.6,,,,0.38,,,,0.4998,Moyenne,632
62135,Blairville,62,Hauts-de-France,32,5,1,20.0,0,1,2,0,1,1,0,69.5,374.4,1983.8,0,4,304.0,16437.0,28.5,32.6,,,,3.29,,,,0.3737,Moyenne,1573
62140,Bléquin,62,Hauts-de-France,32,5,2,40.0,0,0,0,2,1,1,1,60.4,386.2,1970.2,2,3,490.0,21649.0,20.7,23.3,,,,4.08,,,,0.3916,Moyenne,1420
62144,Boiry-Becquerelle,62,Hauts-de-France,32,5,4,80.0,0,0,1,0,0,2,2,74.1,446.4,1961.8,3,2,478.0,14484.0,33.8,38.1,,,,8.37,,,,0.6416,Moyenne,230
62155,Bonningues-lès-Ardres,62,Hauts-de-France,32,6,1,16.67,0,1,1,3,0,1,0,71.3,271.8,1985.3,4,2,637.0,19049.0,23.0,23.1,,,,1.57,,,,0.3274,Faible,1919
62164,Bourlon,62,Hauts-de-France,32,5,2,40.0,0,0,0,0,3,1,1,43.4,490.6,1963.0,3,2,1156.0,15506.0,29.1,25.5,,,,1.73,,,,0.4635,Moyenne,866
62169,Bouvelinghem,62,Hauts-de-France,32,7,0,0.0,0,0,2,3,2,0,0,70.1,325.0,1983.0,3,4,260.0,20777.0,25.7,21.9,,,,0.0,,,,0.2385,Faible,2852
62173,Brebières,62,Hauts-de-France,32,5,1,20.0,0,2,1,1,0,0,1,92.1,252.2,1994.2,3,2,5283.0,22847.0,21.5,24.3,,,,0.19,,,,0.2937,Faible,2161
62176,Bréxent-Énocq,62,Hauts-de-France,32,6,4,66.67,0,0,0,1,1,2,2,92.3,500.3,1954.0,2,2,634.0,18760.0,21.1,24.6,,,,6.31,,,,0.535,Moyenne,483
62193,Calais,62,Hauts-de-France,32,5,2,40.0,0,1,0,2,0,2,0,48.3,359.8,1975.8,4,1,67571.0,21462.0,22.8,22.5,,,,0.03,,,,0.3903,Moyenne,1437
62196,La Calotterie,62,Hauts-de-France,32,5,1,20.0,1,1,0,1,1,1,0,60.6,313.8,1985.8,1,4,582.0,21193.0,19.3,18.7,,,,1.72,,,,0.315,Faible,1993
62205,Campagne-lès-Wardrecques,62,Hauts-de-France,32,5,2,40.0,0,0,0,3,0,2,0,90.3,331.0,1966.0,2,3,1301.0,16410.0,28.8,27.3,,,,1.54,,,,0.4524,Moyenne,931
62211,Capelle-Fermont,62,Hauts-de-France,32,5,1,20.0,0,0,0,2,2,1,0,72.0,353.8,1965.0,2,2,223.0,19068.0,24.8,26.9,,,,4.48,,,,0.343,Moyenne,1791
62217,Cauchy-à-la-Tour,62,Hauts-de-France,32,6,0,0.0,0,0,1,2,3,0,0,46.5,399.5,1984.0,5,1,2593.0,22014.0,20.3,18.8,,,,0.0,,,,0.2236,Faible,3035
62233,Conchil-le-Temple,62,Hauts-de-France,32,5,1,20.0,1,0,0,1,2,0,1,50.9,435.8,1983.4,4,1,1073.0,15418.0,28.6,30.6,,,,0.93,,,,0.3839,Moyenne,1491
62254,Coyecques,62,Hauts-de-France,32,5,1,20.0,0,0,0,3,1,0,1,90.1,366.6,1974.6,3,1,597.0,16240.0,26.6,27.0,,,,1.68,,,,0.3746,Moyenne,1567
62255,Crémarest,62,Hauts-de-France,32,5,4,80.0,0,1,0,0,0,2,2,44.1,452.2,1949.4,3,2,815.0,21612.0,24.3,20.6,,,,4.91,,,,0.5527,Moyenne,440
62259,Croisilles,62,Hauts-de-France,32,7,1,14.29,2,1,2,1,0,1,0,61.3,236.3,1992.7,3,3,1939.0,17393.0,24.6,21.0,,,,0.52,,,,0.3369,Moyenne,1836
62263,Dainville,62,Hauts-de-France,32,5,2,40.0,0,0,0,2,1,1,1,64.8,405.0,1960.8,4,1,5683.0,18352.0,27.0,22.8,,,,0.35,,,,0.428,Moyenne,1121
62265,Delettes,62,Hauts-de-France,32,7,5,71.43,0,1,0,1,0,4,1,102.7,421.1,1963.3,3,4,1124.0,18720.0,28.5,30.5,,,,4.45,,,,0.5529,Moyenne,436
62269,Diéval,62,Hauts-de-France,32,5,5,100.0,0,0,0,0,0,2,3,118.9,479.2,1949.2,3,2,709.0,18504.0,25.8,25.5,,,,7.05,,,,0.672,Haute,115
62286,Ecquedecques,62,Hauts-de-France,32,5,0,0.0,1,2,0,1,1,0,0,77.8,153.2,1998.4,4,1,511.0,19352.0,28.7,28.7,,,,0.0,,,,0.2557,Faible,2619
62288,Ecques,62,Hauts-de-France,32,5,2,40.0,0,0,1,1,1,2,0,117.6,422.2,1971.4,4,1,2181.0,21908.0,17.1,16.9,,,,0.92,,,,0.3857,Moyenne,1473
62291,Éleu-dit-Leauwette,62,Hauts-de-France,32,8,1,12.5,0,1,2,1,3,1,0,87.3,390.6,1981.2,6,1,2805.0,26618.0,13.5,14.6,,,,0.36,,,,0.2185,Faible,3087
62293,Embry,62,Hauts-de-France,32,5,1,20.0,0,0,2,2,0,0,1,76.3,283.2,1979.4,2,3,241.0,12465.0,34.8,38.9,,,,4.15,,,,0.4222,Moyenne,1170
62300,Équihen-Plage,62,Hauts-de-France,32,6,4,66.67,0,0,1,0,1,1,3,79.8,432.5,1954.8,5,0,2619.0,16322.0,30.4,33.5,,,,1.53,,,,0.5602,Moyenne,427
62305,,,Hauts-de-France,32,5,3,60.0,0,0,0,1,1,3,0,91.2,412.0,1957.6,3,2,,,,,,,,,,,,,,3613
62323,Fampoux,62,Hauts-de-France,32,5,2,40.0,0,0,0,1,2,1,1,126.2,496.0,1953.6,2,2,1267.0,13875.0,33.8,27.7,,,,1.58,,,,0.483,Moyenne,725
62330,Festubert,62,Hauts-de-France,32,6,2,33.33,0,1,0,3,0,1,1,75.8,301.0,1980.3,4,2,1242.0,19252.0,22.6,21.5,,,,1.61,,,,0.3916,Moyenne,1420
62352,Framecourt,62,Hauts-de-France,32,5,0,0.0,0,0,0,4,1,0,0,52.4,292.6,1973.2,3,2,116.0,16691.0,30.0,31.9,,,,0.0,,,,0.2877,Faible,2224
62355,Fresnes-lès-Montauban,62,Hauts-de-France,32,6,0,0.0,1,0,2,2,1,0,0,46.9,285.3,1992.0,3,3,604.0,12228.0,34.6,34.5,,,,0.0,,,,0.3415,Moyenne,1803
62362,Frévillers,62,Hauts-de-France,32,6,3,50.0,0,0,1,0,2,1,2,94.5,474.3,1970.2,3,3,239.0,15086.0,27.8,23.5,,,,12.55,,,,0.518,Moyenne,549
62365,Galametz,62,Hauts-de-France,32,6,1,16.67,0,0,3,1,1,1,0,49.6,339.2,1984.0,2,4,208.0,20233.0,21.2,23.5,,,,4.81,,,,0.3159,Faible,1991
62375,Gommecourt,62,Hauts-de-France,32,5,2,40.0,0,0,1,0,2,0,2,47.5,429.8,1971.0,1,4,86.0,19647.0,21.9,24.6,,,,23.26,,,,0.4325,Moyenne,1085
62396,Guinecourt,62,Hauts-de-France,32,5,1,20.0,0,1,1,2,0,0,1,72.7,325.2,1983.8,5,0,13.0,17320.0,28.7,27.9,,,,76.92,,,,0.4274,Moyenne,1128
75010,,,Île-de-France,11,5,1,20.0,1,0,0,1,2,1,0,90.1,434.6,1984.2,3,2,,,,,1186.0,830.0,174.0,,0.42,0.12,14.67,,,3613
75099,,,Île-de-France,11,5,1,20.0,0,0,1,2,1,1,0,41.4,356.6,1976.6,1,4,,,,,1185.0,922.0,159.0,,0.42,0.11,13.42,,,3613
77106,Chauffry,77,Île-de-France,11,5,1,20.0,0,0,1,2,1,0,1,55.6,286.6,1980.0,2,3,994.0,16667.0,30.7,28.5,,,,1.01,,,,0.3689,Moyenne,1612
77161,Dormelles,77,Île-de-France,11,5,0,0.0,1,0,0,3,1,0,0,59.4,253.6,1986.0,3,2,816.0,24669.0,17.3,17.5,,,,0.0,,,,0.1916,Faible,3318
77248,Lesches,77,Île-de-France,11,5,3,60.0,0,0,0,2,0,3,0,120.6,439.6,1960.4,3,2,763.0,17690.0,26.3,30.3,,,,3.93,,,,0.5191,Moyenne,545
77259,Longperrier,77,Île-de-France,11,6,0,0.0,0,0,2,2,2,0,0,105.5,352.5,1985.8,3,3,3152.0,27541.0,14.8,16.4,,,,0.0,,,,0.157,Faible,3486
77276,Mareuil-lès-Meaux,77,Île-de-France,11,5,1,20.0,1,0,1,0,2,1,0,59.2,355.0,1970.0,3,2,3345.0,25696.0,15.4,16.4,,,,0.3,,,,0.2595,Faible,2561
77303,Montdauphin,77,Île-de-France,11,6,0,0.0,1,1,1,2,1,0,0,67.7,250.7,1991.2,3,3,235.0,21833.0,23.2,24.7,,,,0.0,,,,0.2258,Faible,3016
78039,,,Île-de-France,11,5,0,0.0,0,0,2,2,1,0,0,76.4,293.4,1991.6,4,1,,,,,3691.0,2676.0,533.0,,0.14,0.0,14.44,,,3613
78077,La Boissière-École,78,Île-de-France,11,5,1,20.0,0,0,1,2,1,1,0,110.3,316.4,1978.2,2,3,747.0,28030.0,15.1,13.8,2025.0,1588.0,217.0,1.34,0.25,0.06,10.72,0.2323,Faible,2942
78108,Les Bréviaires,78,Île-de-France,11,5,0,0.0,0,0,1,1,3,0,0,81.6,450.8,1988.2,3,2,1302.0,33295.0,4.6,5.3,,,,0.0,,,,0.0877,Faible,3589
78110,,,Île-de-France,11,5,1,20.0,0,1,2,0,1,1,0,56.9,350.8,1985.2,2,3,,,,,,,,,,,,,,3613
78131,,,Île-de-France,11,5,1,20.0,0,0,2,0,2,1,0,49.7,358.0,1981.8,2,3,,,,,,,,,,,,,,3613
78145,,,Île-de-France,11,5,2,40.0,0,0,1,2,0,1,1,75.5,297.4,1969.4,1,4,,,,,,,,,,,,,,3613
78195,,,Île-de-France,11,5,1,20.0,1,0,1,2,0,1,0,62.5,255.4,1978.0,2,3,,,,,,,,,,,,,,3613
78203,,,Île-de-France,11,5,2,40.0,1,0,0,2,0,2,0,86.8,340.0,1972.2,1,3,,,,,,,,,,,,,,3613
78224,L'Étang-la-Ville,78,Île-de-France,11,7,0,0.0,1,0,1,2,3,0,0,101.0,341.3,1991.1,2,5,5157.0,25942.0,13.7,14.4,,,,0.0,,,,0.1763,Faible,3414
78231,Favrieux,78,Île-de-France,11,5,1,20.0,0,0,1,2,1,1,0,82.8,368.2,1975.4,3,2,157.0,31701.0,9.2,9.4,,,,6.37,,,,0.1925,Faible,3311
78232,,,Île-de-France,11,5,1,20.0,0,0,2,1,1,1,0,70.5,335.6,1977.0,3,2,,,,,,,,,,,,,,3613
78252,,,Île-de-France,11,5,1,20.0,0,0,2,1,1,1,0,55.3,361.2,1981.6,0,4,,,,,,,,,,,,,,3613
78270,,,Île-de-France,11,5,4,80.0,0,0,0,1,0,3,1,101.2,430.4,1964.4,4,1,,,,,,,,,,,,,,3613
78280,,,Île-de-France,11,5,1,20.0,0,0,0,4,0,1,0,75.8,277.6,1977.8,1,3,,,,,,,,,,,,,,3613
