CODGEO,NOM_COMMUNE,REVENU_MEDIAN,TAUX_PAUVRETE,MENAGES_PAUVRES
80404,Guyencourt-Saulcourt,13959.0,28.8,29.1
80405,Hailles,14883.0,30.2,25.4
80406,Hallencourt,21091.0,20.9,17.3
80407,Hallivillers,16704.0,23.0,19.1
80408,Halloy-lès-Pernois,18126.0,25.1,23.0
80409,Hallu,17907.0,22.7,26.5
80410,Ham,19683.0,23.6,27.4
80411,Le Hamel,14360.0,27.8,32.1
80412,Hamelet,19989.0,25.1,24.7
80413,Hancourt,14157.0,28.6,31.9
80414,Hangard,21429.0,22.7,24.2
80415,Hangest-en-Santerre,21911.0,22.0,20.4
80416,Hangest-sur-Somme,18792.0,24.6,26.8
80417,Harbonnières,15013.0,30.9,32.1
80418,Hardecourt-aux-Bois,17250.0,26.2,26.0
80420,Harponville,16920.0,30.3,34.9
80421,Hattencourt,21038.0,20.1,20.7
80422,Hautvillers-Ouville,18142.0,28.6,31.5
80423,Havernas,21119.0,24.6,21.6
80424,Hébécourt,18116.0,24.0,19.5
80425,Hédauville,14864.0,31.0,28.2
80426,Heilly,13975.0,29.8,29.5
80427,Hem-Hardinval,19530.0,22.0,21.3
80428,Hem-Monacu,15205.0,28.7,32.0
80429,Hénencourt,20139.0,25.1,27.4
80430,Herbécourt,17666.0,25.9,23.8
80431,Hérissart,13480.0,31.0,30.2
80432,Herleville,19184.0,26.0,24.6
80433,Herly,11983.0,32.2,28.3
80434,Hervilly,13206.0,32.6,37.3
80435,Hesbécourt,18996.0,24.2,24.7
80436,Hescamps,14458.0,30.8,25.3
80437,Heucourt-Croquoison,16266.0,28.9,25.2
80438,Heudicourt,15341.0,32.2,28.8
80439,Heuzecourt,16786.0,29.8,32.5
80440,Hiermont,15046.0,30.2,28.2
80442,Hombleux,12028.0,36.4,43.2
80443,Hornoy-le-Bourg,18186.0,27.3,25.5
80444,Huchenneville,15512.0,25.6,24.5
80445,Humbercourt,18867.0,25.7,25.6
80446,Huppy,20852.0,25.9,23.0
80449,Ignaucourt,12548.0,33.3,30.7
80450,Inval-Boiron,18172.0,28.7,23.2
80451,Irles,22922.0,21.8,22.9
80452,Jumel,21347.0,22.1,22.6
80453,Laboissière-en-Santerre,16550.0,34.0,38.7
80455,Lachapelle,16342.0,27.9,30.7
80456,Lafresguimont-Saint-Martin,19683.0,21.3,25.4
80458,Lahoussoye,13172.0,33.2,39.3
80459,Laleu,21709.0,17.7,14.6
80460,Lamaronde,14709.0,29.2,26.0
80461,Lamotte-Brebière,19903.0,23.5,27.6
80462,Lamotte-Buleux,13605.0,31.0,36.7
80463,Lamotte-Warfusée,19383.0,20.1,19.5
80464,Lanchères,19470.0,24.8,21.9
80465,Languevoisin-Quiquery,15071.0,31.3,30.9
80466,Lanches-Saint-Hilaire,17246.0,27.2,29.9
80467,Laucourt,19623.0,20.1,20.8
80468,Laviéville,12195.0,34.1,27.3
80469,Lawarde-Mauger-l'Hortoy,15977.0,27.3,24.8
80470,Léalvillers,15611.0,29.5,33.7
80472,Lesbœufs,16557.0,29.1,29.7
80473,Liancourt-Fosse,16900.0,27.0,30.9
80474,Licourt,15064.0,30.7,30.6
80475,Liéramont,19611.0,23.9,21.6
80476,Liercourt,18476.0,24.8,25.1
80477,Ligescourt,20253.0,23.2,19.3
80478,Lignières,17146.0,27.6,23.6
80479,Lignières-Châtelain,13992.0,30.7,32.9
80480,Lignières-en-Vimeu,19258.0,23.9,26.9
80481,Lihons,19232.0,27.1,31.5
80482,Limeux,15993.0,26.2,22.1
80484,Liomer,16285.0,29.9,31.8
80485,Ô-de-Selle,20319.0,24.4,29.1
80486,Long,18119.0,25.3,26.7
80487,Longavesnes,15159.0,29.7,34.9
80488,Longpré-les-Corps-Saints,19292.0,25.1,24.0
80489,Longueau,18596.0,27.5,31.1
80490,Longueval,15997.0,29.5,29.6
80491,Longuevillette,19495.0,25.5,24.4
80493,Louvencourt,20336.0,20.5,18.9
80494,Louvrechy,12601.0,34.5,28.1
80495,Lucheux,18376.0,26.5,29.1
80496,Machiel,17707.0,27.3,23.0
80497,Machy,18869.0,23.7,28.1
80498,Mailly-Maillet,16373.0,24.6,21.9
80499,Mailly-Raineval,16251.0,29.3,28.5
80500,Maisnières,16299.0,24.4,20.0
80501,Maison-Ponthieu,17698.0,28.5,31.3
80502,Maison-Roland,20552.0,20.5,23.7
80503,Maizicourt,17767.0,27.7,29.5
80504,Malpart,15080.0,29.9,32.8
80505,Carnoy-Mametz,17373.0,29.6,31.5
80507,Marcelcave,18078.0,26.0,21.3
80508,Marché-Allouarde,22753.0,20.5,21.3
80509,Marchélepot-Misery,11520.0,34.8,38.1
80511,Marestmontiers,19887.0,22.3,24.4
80512,Mareuil-Caubert,16272.0,29.0,28.8
80513,Maricourt,15601.0,28.1,29.6
80514,Marieux,18997.0,22.1,23.7
80515,Marlers,18519.0,22.2,21.3
80516,Marquaix,16714.0,25.4,25.9
80517,Marquivillers,14498.0,30.4,33.9
80518,Martainneville,18177.0,22.7,24.6
80519,Matigny,22232.0,17.7,21.2
80520,Maucourt,17609.0,23.6,24.9
80521,Maurepas,15730.0,29.6,32.8
80522,Le Mazis,18897.0,25.0,28.3
80523,Méaulte,15816.0,30.9,26.8
80524,Méharicourt,17702.0,30.2,24.9
80525,Meigneux,15578.0,29.4,27.7
80526,Le Meillard,14172.0,27.3,30.2
80527,Méneslies,13388.0,33.2,29.6
80528,Méréaucourt,13204.0,31.8,27.3
80529,Mérélessart,21224.0,21.2,17.8
80530,Méricourt-l'Abbé,19433.0,26.7,24.5
80531,Méricourt-en-Vimeu,13036.0,35.0,41.6
80533,Mers-les-Bains,16833.0,28.3,31.9
80535,Le Mesge,21638.0,20.4,23.4
80536,Mesnil-Bruntel,17202.0,29.2,27.8
80537,Mesnil-Domqueur,15208.0,26.7,26.5
80538,Mesnil-en-Arrouaise,13953.0,30.3,24.9
80540,Mesnil-Martinsart,14721.0,31.5,35.8
80541,Mesnil-Saint-Georges,17248.0,26.7,21.5
80542,Mesnil-Saint-Nicaise,17690.0,25.1,27.1
80543,Métigny,16592.0,31.7,27.5
80544,Mézerolles,19656.0,23.8,23.1
80545,Mézières-en-Santerre,18919.0,22.7,22.7
80546,Miannay,15064.0,30.7,32.5
80547,Millencourt,17801.0,25.2,21.9
80548,Millencourt-en-Ponthieu,18753.0,24.7,20.6
80549,Miraumont,17021.0,28.8,25.7
80550,Mirvaux,22440.0,19.4,16.3
80552,Moislains,18142.0,23.7,23.7
80553,Molliens-au-Bois,13657.0,30.3,27.1
80554,Molliens-Dreuil,17903.0,24.7,25.2
80555,Monchy-Lagache,15040.0,29.5,31.5
80556,Mons-Boubert,14336.0,32.3,27.7
80557,Estrées-Mons,21407.0,18.2,15.3
80558,Monsures,15544.0,28.9,33.4
80559,Montagne-Fayel,16365.0,27.1,28.7
80560,Montauban-de-Picardie,18762.0,24.0,20.9
80561,Montdidier,19736.0,23.4,23.4
80562,Montigny-sur-l'Hallue,20860.0,24.3,24.3
80563,Montigny-les-Jongleurs,16318.0,27.8,27.7
80565,Montonvillers,17887.0,26.5,26.7
80566,Fieffes-Montrelet,21142.0,22.1,20.6
80568,Morchain,20033.0,25.1,27.3
80569,Morcourt,18868.0,25.1,28.4
80570,Moreuil,20306.0,25.2,25.6
80571,Morisel,20222.0,22.2,22.6
80572,Morlancourt,18775.0,24.9,27.0
80573,Morvillers-Saint-Saturnin,18497.0,28.8,31.3
80574,Mouflers,17841.0,28.3,33.7
80575,Mouflières,14026.0,32.7,38.4
80576,Moyencourt,18953.0,24.0,28.4
80577,Moyencourt-lès-Poix,15002.0,32.0,27.3
80578,Moyenneville,17062.0,26.1,22.1
80579,Muille-Villette,20280.0,26.7,31.4
80580,Nampont,15795.0,32.2,26.5
80582,Namps-Maisnil,11520.0,30.6,36.5
80583,Nampty,20110.0,24.6,25.7
80584,Naours,18588.0,29.6,33.9
80585,Nesle,17770.0,27.2,23.2
80586,Nesle-l'Hôpital,19421.0,23.5,18.9
80587,Neslette,16857.0,28.4,22.7
80588,Neufmoulin,19787.0,21.4,22.4
80589,Neuilly-le-Dien,14708.0,28.3,29.3
80590,Neuilly-l'Hôpital,17255.0,29.2,29.5
80591,Neuville-au-Bois,15788.0,27.8,33.1
80592,Neuville-Coppegueule,18703.0,24.8,20.0
80593,La Neuville-lès-Bray,16600.0,29.4,24.7
80595,La Neuville-Sire-Bernard,15611.0,27.1,29.8
80596,Neuvillette,15569.0,28.6,32.3
80597,Nibas,21065.0,19.5,21.6
80598,Nouvion,18168.0,26.8,32.1
80599,Noyelles-en-Chaussée,20810.0,22.2,25.2
80600,Noyelles-sur-Mer,18609.0,24.1,24.5
80601,Nurlu,17922.0,25.9,22.7
80602,Occoches,14788.0,32.1,33.5
80603,Ochancourt,12390.0,35.2,33.6
80604,Offignies,17036.0,28.6,26.8
80605,Offoy,19806.0,25.5,24.7
80606,Oisemont,12649.0,32.1,34.1
80607,Oissy,16802.0,28.2,25.1
80609,Oneux,17865.0,25.4,30.2
80611,Oresmaux,21978.0,18.7,21.3
80613,Oust-Marest,14786.0,28.2,32.2
80614,Outrebois,20895.0,21.3,22.3
80615,Ovillers-la-Boisselle,18017.0,24.0,19.6
80616,Pargny,15330.0,25.5,30.4
80617,Parvillers-le-Quesnoy,14592.0,29.0,33.7
80618,Pendé,18742.0,26.8,29.4
80619,Pernois,25270.0,17.9,20.7
80620,Péronne,16168.0,28.6,25.4
80621,Hypercourt,17848.0,25.6,22.7
80622,Picquigny,14960.0,27.4,31.9
80623,Piennes-Onvillers,11760.0,33.2,28.2
80624,Pierregot,14777.0,29.8,33.1
80625,Trois-Rivières,19902.0,26.0,29.7
80626,Pissy,20466.0,19.9,20.9
80627,Plachy-Buyon,13479.0,33.4,37.0
80628,Le Plessier-Rozainvillers,15797.0,27.4,23.6
80629,Pœuilly,22277.0,20.8,24.2
80630,Poix-de-Picardie,18882.0,27.6,27.8
80631,Ponches-Estruval,16750.0,24.5,26.5
80632,Pont-de-Metz,19137.0,25.2,29.5
80633,Ponthoile,19912.0,20.1,21.7
80634,Pont-Noyelles,14419.0,29.0,31.6
80635,Pont-Remy,15049.0,31.0,27.3
80637,Port-le-Grand,19306.0,25.3,26.8
80638,Potte,20547.0,25.0,21.8
80639,Poulainville,19856.0,24.7,27.6
80640,Pozières,14236.0,32.7,28.9
80642,Prouville,20426.0,26.6,25.4
80643,Prouzel,18535.0,26.1,28.9
80644,Proyart,13937.0,30.8,30.3
80645,Puchevillers,17595.0,25.2,29.3
80646,Punchy,23388.0,20.3,19.6
80647,Puzeaux,21953.0,20.3,24.2
80648,Pys,18410.0,25.9,30.6
80649,Quend,12688.0,34.8,41.5
80650,Querrieu,13406.0,30.3,24.4
80651,Le Quesne,17419.0,24.7,21.3
80652,Le Quesnel,13294.0,30.5,34.2
80654,Quesnoy-le-Montant,22851.0,21.2,21.6
80655,Quesnoy-sur-Airaines,18737.0,26.5,28.1
80656,Quevauvillers,17159.0,26.8,28.1
80657,Quiry-le-Sec,21373.0,21.8,25.5
80658,Quivières,14319.0,31.2,33.6
80659,Raincheval,17601.0,27.3,31.7
80661,Rainneville,15121.0,26.1,30.0
80662,Ramburelles,16822.0,27.5,25.6
80663,Rambures,20505.0,21.2,19.0
80664,Rancourt,15034.0,30.7,33.7
80665,Regnière-Écluse,15340.0,29.5,32.7
80666,Remaisnil,15926.0,28.3,32.2
80667,Remaugies,17244.0,25.4,22.7
80668,Remiencourt,16538.0,25.2,29.9
80669,Rethonvillers,19985.0,23.5,22.1
80670,Revelles,20374.0,18.9,22.4
80671,Ribeaucourt,13885.0,29.0,32.8
80672,Ribemont-sur-Ancre,24778.0,17.2,17.6
80673,Riencourt,11520.0,35.1,39.5
80674,Rivery,20757.0,23.5,21.7
80675,Rogy,15587.0,29.3,27.7
80676,Roiglise,24474.0,17.9,17.3
80677,Roisel,15500.0,30.6,33.5
80678,Rollot,16125.0,28.0,23.1
80679,Ronssoy,19516.0,26.4,27.0
80680,Rosières-en-Santerre,18924.0,25.3,27.8
80681,Rouvrel,12388.0,33.2,29.3
80682,Rouvroy-en-Santerre,19990.0,21.2,18.0
80683,Rouy-le-Grand,16755.0,28.0,23.4
80684,Rouy-le-Petit,15659.0,27.1,27.9
80685,Roye,17938.0,26.4,29.6
80686,Rubempré,19447.0,28.3,23.0
80687,Rubescourt,20209.0,25.2,25.6
80688,Rue,17431.0,24.8,21.3
80690,Rumigny,13538.0,33.9,38.7
80691,Saigneville,15603.0,28.0,23.3
80692,Sailly-Flibeaucourt,14818.0,28.3,30.6
80693,Sailly-Laurette,15103.0,31.9,37.3
80694,Sailly-le-Sec,14703.0,32.3,32.2
80695,Sailly-Saillisel,21883.0,22.6,19.3
80696,Sains-en-Amiénois,17008.0,25.8,28.6
80697,Saint-Acheul,21107.0,22.6,23.1
80698,Saint-Aubin-Montenoy,15679.0,28.8,23.2
80699,Saint-Aubin-Rivière,15579.0,30.1,24.7
80700,Saint-Blimont,13500.0,32.0,30.6
80701,Saint-Christ-Briost,17435.0,27.5,32.4
80702,Saint-Fuscien,18740.0,23.0,20.2
80703,Saint-Germain-sur-Bresle,14735.0,29.5,25.0
80704,Saint-Gratien,20474.0,22.9,22.1
80705,Saint-Léger-lès-Authie,18295.0,27.2,26.9
80706,Saint-Léger-lès-Domart,19741.0,25.4,20.3
80707,Saint-Léger-sur-Bresle,23768.0,17.4,14.0
80708,Saint-Mard,18454.0,27.1,31.2
80709,Saint-Maulvis,21353.0,20.3,18.0
80710,Saint-Maxent,18224.0,19.2,19.7
80711,Saint-Ouen,18556.0,25.6,25.8
80713,Saint-Quentin-en-Tourmont,13166.0,34.0,29.5
80714,Saint-Quentin-la-Motte-Croix-au-Bailly,15417.0,28.0,24.0
80716,Saint-Riquier,14981.0,30.1,32.9
80717,Saint-Sauflieu,18006.0,27.7,24.3
80718,Saint-Sauveur,15478.0,30.1,26.8
80719,Sainte-Segrée,13986.0,30.2,35.9
80721,Saint-Valery-sur-Somme,23353.0,18.8,17.5
80722,Saint-Vaast-en-Chaussée,19688.0,25.2,30.1
80723,Saisseval,18470.0,29.3,29.5
80724,Saleux,19625.0,23.7,22.3
80725,Salouël,19013.0,26.7,22.1
80726,Sancourt,16989.0,24.1,20.9
80728,Saulchoy-sous-Poix,17708.0,29.2,28.2
80729,Sauvillers-Mongival,11996.0,34.6,31.6
80730,Saveuse,16684.0,30.0,30.3
80732,Senarpont,16146.0,32.3,27.1
80733,Senlis-le-Sec,24025.0,20.3,17.3
80734,Sentelie,17032.0,29.2,28.2
80735,Seux,17863.0,25.1,21.4
80736,Sorel-en-Vimeu,17442.0,26.8,30.5
80737,Sorel,16864.0,27.0,21.8
80738,Soues,13938.0,29.9,26.7
80740,Sourdon,16652.0,27.6,30.4
80741,Soyécourt,16927.0,29.6,31.2
80742,Surcamps,14153.0,32.4,29.4
80743,Suzanne,17370.0,25.6,24.8
80744,Tailly,21675.0,22.6,19.2
80746,Talmas,14742.0,26.6,29.1
80747,Templeux-la-Fosse,17652.0,25.4,21.1
80748,Templeux-le-Guérard,17592.0,26.4,26.5
80749,Terramesnil,21465.0,24.1,20.2
80750,Tertry,13356.0,35.4,41.7
80751,Thennes,16809.0,26.8,21.8
80752,Thézy-Glimont,16892.0,28.6,31.5
80753,Thiepval,15217.0,28.8,33.1
80754,Thieulloy-l'Abbaye,19211.0,28.7,32.5
80755,Thieulloy-la-Ville,18041.0,25.6,26.3
80756,Thièvres,20179.0,21.9,25.5
80757,Thoix,20983.0,24.3,28.8
80758,Thory,18339.0,26.3,31.1
80759,Tilloloy,21051.0,21.0,22.3
80760,Tilloy-Floriville,18437.0,22.1,21.6
80762,Tincourt-Boucly,13838.0,33.2,35.3
80763,Le Titre,24179.0,15.9,19.1
80764,Tœufles,13818.0,32.8,26.6
80765,Tours-en-Vimeu,16875.0,27.2,25.1
80766,Toutencourt,13806.0,33.2,33.9
80767,Le Translay,11520.0,37.1,35.2
80769,Treux,12197.0,32.3,35.3
80770,Tully,18143.0,29.4,25.1
80771,Ugny-l'Équipée,16178.0,26.4,31.4
80773,Vadencourt,17556.0,26.8,28.9
80774,Vaire-sous-Corbie,21287.0,18.9,21.8
80775,Valines,20534.0,23.3,19.2
80776,Varennes,15771.0,26.8,30.9
80777,Vauchelles-lès-Authie,19807.0,28.0,25.9
80778,Vauchelles-lès-Domart,18748.0,27.3,24.6
80779,Vauchelles-les-Quesnoy,18626.0,26.3,28.9
80780,Vaudricourt,19297.0,28.9,27.6
80781,Vauvillers,20390.0,26.2,28.3
80782,Vaux-en-Amiénois,18512.0,28.3,23.1
80783,Vaux-Marquenneville,14662.0,33.1,30.7
80784,Vaux-sur-Somme,20224.0,24.6,28.8
80785,Vecquemont,13566.0,33.5,35.1
80786,Velennes,16678.0,28.1,29.5
80787,Vercourt,16733.0,29.3,25.9
80788,Vergies,13505.0,30.1,30.4
80789,Vermandovillers,17920.0,24.7,21.2
80790,Verpillières,19630.0,23.3,27.6
80791,Vers-sur-Selle,20226.0,22.5,18.4
80792,La Vicogne,18773.0,25.6,22.1
80793,Vignacourt,16011.0,28.3,27.0
80794,Villecourt,15838.0,26.7,31.4
80795,Ville-le-Marclet,19401.0,24.1,22.9
80796,Villeroy,15313.0,31.0,36.7
80797,Villers-aux-Érables,17642.0,25.0,25.1
80798,Villers-Bocage,15215.0,27.9,23.0
80799,Villers-Bretonneux,21765.0,25.1,21.6
80800,Villers-Campsart,16231.0,28.0,22.6
80801,Villers-Carbonnel,14303.0,25.7,22.4
80802,Villers-Faucon,15863.0,29.0,30.2
80803,Villers-lès-Roye,21482.0,22.8,23.2
80804,Villers-sous-Ailly,11520.0,33.5,34.9
80805,Villers-Tournelle,11520.0,33.0,32.9
80806,Villers-sur-Authie,21377.0,17.4,14.2
80807,Ville-sur-Ancre,14433.0,27.2,29.4
80808,Vironchaux,17061.0,25.6,27.6
80809,Vismes,17285.0,26.5,22.3
80810,Vitz-sur-Authie,13602.0,32.2,26.9
80811,Voyennes,17605.0,28.0,27.9
80812,Vraignes-en-Vermandois,17374.0,27.7,22.2
80813,Vraignes-lès-Hornoy,20471.0,20.6,18.5
80814,Vrély,21225.0,23.7,21.3
80815,Vron,20042.0,20.2,18.6
80819,Wargnies,20516.0,24.1,20.0
80820,Warloy-Baillon,20313.0,25.4,26.8
80821,Warlus,22576.0,21.3,21.6
80822,Warsy,16787.0,28.6,31.3
80823,Warvillers,16264.0,27.4,26.5
80824,Wiencourt-l'Équipée,14926.0,31.2,27.3
80825,Wiry-au-Mont,15463.0,30.0,26.7
80826,Woignarue,12462.0,30.8,25.4
80827,Woincourt,19139.0,24.3,28.9
80828,Woirel,16298.0,25.7,26.6
80829,Y,19948.0,23.0,27.6
80832,Yvrench,15281.0,33.3,32.4
80833,Yvrencheux,15832.0,28.7,27.5
80834,Yzengremer,19794.0,25.3,25.9
80835,Yzeux,17872.0,28.7,25.4
80836,Yonval,15671.0,25.8,27.9
22001,Allineuc,19030.0,22.0,21.3
22002,Andel,18629.0,25.9,24.2
22003,Aucaleuc,22214.0,18.8,16.7
22004,Bégard,24309.0,18.9,20.8
22005,Belle-Isle-en-Terre,15986.0,30.9,34.2
22006,Berhet,16381.0,31.4,32.8
22008,Bobital,25179.0,14.1,15.2
22009,Le Bodéo,19828.0,23.7,26.0
22011,Boqueho,15891.0,28.9,28.7
22012,La Bouillie,13134.0,32.7,26.8
22013,Bourbriac,18766.0,25.0,20.5
22014,Bourseul,22022.0,22.1,18.8
22015,Bréhand,19072.0,22.7,20.0
22016,Île-de-Bréhat,20917.0,25.3,24.7
22018,Brélidy,17533.0,25.9,26.3
22019,Bringolo,21146.0,21.8,18.2
22020,Broons,18359.0,24.4,26.7
22021,Brusvily,21000.0,23.9,20.8
22023,Bulat-Pestivien,20682.0,22.6,26.6
22024,Calanhel,20090.0,21.2,19.0
22025,Callac,21032.0,20.0,20.6
22026,Calorguen,22073.0,14.7,13.7
22028,Camlez,18328.0,26.8,30.7
22029,Canihuel,23783.0,21.0,17.1
22030,Caouënnec-Lanvézéac,21715.0,21.6,21.1
22031,Carnoët,21101.0,21.3,23.9
22032,Caulnes,23923.0,18.5,17.5
22033,Caurel,20399.0,22.7,23.6
22034,Cavan,22492.0,22.2,21.3
22035,Les Champs-Géraux,17839.0,25.6,29.6
22036,La Chapelle-Blanche,21061.0,23.1,20.9
22037,La Chapelle-Neuve,16947.0,31.4,31.6
22039,La Chèze,17770.0,26.7,30.7
22040,Coadout,21033.0,18.3,14.7
22041,Coatascorn,21493.0,20.1,19.3
22042,Coatréven,21904.0,23.9,28.0
22044,Coëtmieux,17986.0,26.5,22.4
22045,Cohiniac,18381.0,28.9,30.1
22046,Le Mené,21003.0,24.8,27.9
22047,Corlay,17495.0,31.1,27.7
22048,Corseul,21098.0,24.9,20.2
22049,Créhen,19217.0,23.7,19.7
22050,Dinan,25998.0,17.0,14.0
22052,Duault,18982.0,26.4,31.4
22053,Éréac,23065.0,16.2,14.8
22054,Erquy,21122.0,19.7,23.6
22055,Binic-Étables-sur-Mer,15630.0,29.4,25.7
22056,Évran,19535.0,23.2,23.0
22057,Le Faouët,18465.0,27.8,25.1
22059,Le Fœil,18760.0,24.5,20.4
22060,Gausson,16633.0,29.7,27.9
22061,Glomel,22462.0,21.6,23.5
22062,Gomené,23693.0,18.2,17.4
22063,Gommenec'h,16076.0,29.7,33.8
22064,Gouarec,18897.0,27.6,24.6
22065,Goudelin,19368.0,24.2,24.3
22067,Grâces,21224.0,21.1,25.2
22068,Grâce-Uzel,20503.0,25.7,28.7
22069,Guenroc,18445.0,28.7,27.5
22070,Guingamp,19026.0,25.5,22.3
22071,Guitté,18667.0,28.1,24.5
22072,Gurunhuel,21136.0,22.2,22.5
22073,La Harmoye,20424.0,21.4,17.4
22074,Le Haut-Corlay,23453.0,19.5,19.0
22075,Hémonstoir,21961.0,21.2,23.1
22076,Hénanbihen,16893.0,27.8,30.5
22077,Hénansal,22172.0,20.2,21.1
22079,Hénon,26149.0,14.0,11.9
22081,Hillion,22518.0,20.3,20.6
22082,Le Hinglé,14330.0,31.3,32.7
22083,Illifaut,21072.0,19.2,21.3
22084,Jugon-les-Lacs,23608.0,20.8,21.5
22085,Kerbors,20420.0,21.7,25.6
22086,Kerfot,20578.0,22.2,21.5
22087,Kergrist-Moëlou,12661.0,33.6,34.6
22088,Kerien,12600.0,29.9,29.4
22090,Kermaria-Sulard,22228.0,22.7,21.5
22091,Kermoroc'h,18866.0,23.3,20.8
22092,Kerpert,21566.0,22.1,18.6
22093,Lamballe-Armor,20620.0,22.6,18.8
22094,Lancieux,22589.0,24.1,22.9
22095,Landebaëron,16943.0,28.1,29.2
22096,Landébia,18326.0,26.8,32.1
22097,La Landec,15965.0,28.3,23.6
22098,Landéhen,28291.0,14.2,11.6
22099,Lanfains,16886.0,28.0,24.4
22101,Langoat,21529.0,18.6,20.5
22103,Langrolay-sur-Rance,22498.0,23.1,22.3
22104,Languédias,27094.0,13.5,12.7
22105,Languenan,20337.0,24.1,22.3
22106,Langueux,22170.0,18.6,16.1
22107,Bon Repos sur Blavet,19712.0,22.4,19.9
22108,Lanleff,14957.0,27.6,22.8
22109,Lanloup,22623.0,17.7,17.9
22110,Lanmérin,15498.0,32.7,33.2
22111,Lanmodez,20086.0,21.0,21.2
22112,Lannebert,14140.0,34.8,41.4
22113,Lannion,26686.0,16.0,16.3
22114,Lanrelas,27652.0,15.3,13.2
22115,Lanrivain,18302.0,22.6,22.0
22116,Lanrodec,23094.0,16.5,15.6
22117,Lantic,17373.0,25.8,23.5
22118,Lanvallay,18453.0,24.5,25.5
22119,Lanvellec,17939.0,26.8,28.2
22121,Lanvollon,19937.0,24.5,21.1
22122,Laurenan,18787.0,24.7,22.9
22124,Lescouët-Gouarec,20335.0,21.9,21.9
22126,Le Leslay,28366.0,11.3,12.3
22127,Lézardrieux,18826.0,26.8,26.9
22128,Locarn,18917.0,28.0,27.4
22129,Loc-Envel,19150.0,25.1,29.9
22131,Loguivy-Plougras,20271.0,21.2,23.3
22132,Lohuec,18497.0,27.4,30.7
22133,Loscouët-sur-Meu,20986.0,19.7,19.0
22134,Louannec,20661.0,24.8,21.8
22135,Louargat,25848.0,15.5,12.6
22136,Loudéac,21701.0,21.9,17.6
22137,Maël-Carhaix,19220.0,24.9,20.1
22138,Maël-Pestivien,20762.0,21.7,21.2
22139,Magoar,18379.0,22.2,19.5
22140,La Malhoure,18455.0,25.9,29.3
22141,Mantallot,21664.0,20.4,22.5
22143,Matignon,20667.0,24.6,25.1
22144,La Méaugon,18237.0,29.8,28.3
22145,Mégrit,24670.0,13.6,11.2
22146,Mellionnec,22026.0,21.8,18.9
22147,Merdrignac,24976.0,18.5,19.8
22148,Mérillac,20548.0,26.2,25.7
22149,Merléac,21891.0,19.7,16.5
22150,Le Merzer,17059.0,26.2,23.7
22152,Minihy-Tréguier,22347.0,20.7,23.0
22153,Moncontour,19840.0,24.1,20.6
22155,La Motte,19135.0,28.2,25.9
22156,Moustéru,20862.0,26.0,22.5
22157,Le Moustoir,20707.0,21.6,19.0
22158,Guerlédan,21920.0,21.0,17.9
22160,Noyal,24640.0,22.0,22.4
22161,Pabu,21226.0,20.9,17.0
22162,Paimpol,20288.0,26.4,25.0
22163,Paule,17020.0,24.2,26.6
22164,Pédernec,20184.0,25.0,20.8
22165,Penguily,22448.0,19.8,21.1
22166,Penvénan,20980.0,26.4,22.3
22168,Perros-Guirec,20667.0,23.6,27.0
22169,Peumerit-Quintin,22105.0,20.8,23.4
22170,Plaine-Haute,22230.0,23.1,23.8
22171,Plaintel,21886.0,22.7,19.9
22172,Plancoët,25343.0,16.6,13.9
22174,Pléboulle,12600.0,33.9,37.9
22175,Plédéliac,23179.0,20.8,21.8
22176,Plédran,21249.0,21.5,18.9
22177,Pléguien,16288.0,31.2,33.4
22178,Pléhédel,24210.0,17.5,15.1
22179,Fréhel,22420.0,19.9,17.1
22180,Plélan-le-Petit,14708.0,26.9,23.8
22181,Plélauff,24229.0,18.5,19.6
22182,Plélo,19692.0,30.7,26.1
22183,Plémet,28735.0,12.4,13.3
22184,Plémy,17703.0,26.5,30.4
22185,Plénée-Jugon,21865.0,23.5,24.4
22186,Pléneuf-Val-André,20967.0,20.4,23.1
22187,Plérin,20452.0,22.0,17.8
22188,Plerneuf,19502.0,25.1,20.4
22189,Plésidy,20178.0,24.4,25.0
22190,Pleslin-Trigavou,20184.0,23.3,23.2
22193,Plestan,16509.0,24.5,22.7
22194,Plestin-les-Grèves,21201.0,21.0,18.0
22195,Pleubian,19924.0,21.7,21.6
22196,Pleudaniel,17988.0,26.6,31.7
22197,Pleudihen-sur-Rance,24941.0,17.7,15.7
22198,Pleumeur-Bodou,19567.0,23.7,19.6
22199,Pleumeur-Gautier,21231.0,20.2,21.2
22201,Plévenon,22048.0,19.0,16.1
22202,Plévin,21850.0,19.8,19.9
22203,Plœuc-L'Hermitage,23991.0,16.4,18.3
22204,Ploëzal,18128.0,27.4,23.2
22205,Plorec-sur-Arguenon,23146.0,19.6,16.0
22206,Châtelaudren-Plouagat,21052.0,17.9,17.7
22207,Plouaret,23430.0,23.7,19.6
22208,Plouasne,19122.0,23.2,24.0
22209,Beaussais-sur-Mer,21108.0,21.4,18.4
22210,Ploubazlanec,23216.0,20.3,21.8
22211,Ploubezre,22744.0,21.2,20.7
22212,Plouëc-du-Trieux,19169.0,27.0,21.8
22213,Plouër-sur-Rance,20371.0,24.2,27.3
22214,Plouézec,20947.0,21.7,24.9
22215,Ploufragan,18491.0,22.4,25.5
22216,Plougonver,17761.0,29.6,29.8
22217,Plougras,21939.0,27.0,21.7
22218,Plougrescant,13039.0,33.7,37.4
