CODGEO,DEP,NB_LOGEMENTS,NB_RP,NB_LOGVAC,NB_MAISON,NB_APPART
35083,35,99.0,67.0,6.0,23.0,37.0
35084,35,472.0,395.0,32.0,273.0,198.0
35085,35,27061.0,20866.0,3108.0,13403.0,6476.0
35086,35,256.0,214.0,37.0,130.0,144.0
35087,35,21957.0,15669.0,2068.0,5623.0,7110.0
35088,35,3537.0,2696.0,258.0,958.0,1832.0
35089,35,147042.0,104487.0,10961.0,41151.0,59055.0
35090,35,1168.0,856.0,104.0,458.0,259.0
35091,35,5073.0,3880.0,288.0,1354.0,1532.0
35092,35,28427.0,18599.0,1907.0,7887.0,10860.0
35093,35,310.0,225.0,23.0,139.0,119.0
35094,35,26.0,19.0,3.0,8.0,10.0
35095,35,1428.0,1050.0,141.0,369.0,514.0
35096,35,20655.0,15696.0,1999.0,8137.0,8012.0
35097,35,1666.0,1180.0,186.0,763.0,390.0
35098,35,303.0,241.0,16.0,93.0,109.0
35099,35,319.0,256.0,17.0,143.0,150.0
56001,56,2301.0,1895.0,321.0,591.0,644.0
56002,56,1224.0,886.0,125.0,540.0,295.0
56003,56,562.0,372.0,62.0,153.0,115.0
56004,56,1398.0,969.0,174.0,538.0,526.0
56005,56,3382.0,2584.0,225.0,1660.0,1806.0
56006,56,535.0,367.0,31.0,214.0,206.0
56007,56,684.0,526.0,102.0,245.0,321.0
56008,56,2292.0,1824.0,169.0,1238.0,1051.0
56009,56,468.0,376.0,28.0,207.0,211.0
56010,56,1129.0,950.0,147.0,490.0,521.0
56011,56,1281.0,981.0,103.0,529.0,528.0
56012,56,440.0,298.0,57.0,190.0,200.0
56013,56,429.0,307.0,53.0,144.0,137.0
56014,56,736.0,503.0,56.0,330.0,278.0
56015,56,3046.0,2482.0,188.0,751.0,1548.0
56016,56,785.0,571.0,110.0,225.0,272.0
56017,56,820.0,672.0,79.0,385.0,418.0
56018,56,3695.0,2701.0,303.0,1047.0,1780.0
56019,56,2328.0,1809.0,281.0,1094.0,1075.0
56020,56,3753.0,2531.0,328.0,1226.0,1475.0
56021,56,600.0,485.0,79.0,287.0,284.0
56022,56,1.0,0.0,0.0,0.0,0.0
56023,56,215.0,182.0,31.0,70.0,124.0
56024,56,3617.0,2492.0,376.0,1301.0,749.0
56025,56,2267.0,1867.0,204.0,743.0,1182.0
56026,56,25996.0,18471.0,2100.0,11598.0,9338.0
56027,56,125.0,106.0,12.0,32.0,37.0
56028,56,209.0,164.0,15.0,85.0,71.0
56029,56,1743.0,1361.0,252.0,580.0,918.0
56030,56,233.0,163.0,27.0,57.0,101.0
56031,56,216.0,182.0,12.0,95.0,109.0
56032,56,2596.0,1755.0,176.0,546.0,987.0
56033,56,1856.0,1530.0,214.0,797.0,565.0
56034,56,1674.0,1100.0,248.0,718.0,452.0
56035,56,7042.0,5927.0,969.0,2917.0,1962.0
56036,56,64.0,42.0,8.0,25.0,27.0
56037,56,3224.0,2720.0,357.0,1253.0,933.0
56038,56,4474.0,3451.0,625.0,1996.0,1399.0
56039,56,61.0,49.0,7.0,34.0,28.0
56040,56,765.0,633.0,100.0,333.0,339.0
56041,56,364.0,251.0,41.0,77.0,117.0
56042,56,1836.0,1436.0,103.0,797.0,456.0
56043,56,2724.0,2009.0,289.0,777.0,1402.0
56044,56,16099.0,11587.0,1484.0,4199.0,6988.0
56045,56,3279.0,2256.0,200.0,970.0,1474.0
56046,56,1893.0,1290.0,99.0,901.0,858.0
56047,56,1344.0,952.0,200.0,322.0,469.0
56048,56,4396.0,3472.0,340.0,1252.0,1949.0
56049,56,5674.0,4376.0,549.0,2740.0,1578.0
56050,56,19768.0,13718.0,1229.0,9022.0,5316.0
56051,56,8755.0,6921.0,826.0,2921.0,2541.0
56052,56,962.0,667.0,125.0,282.0,220.0
56053,56,4034.0,2837.0,217.0,1874.0,1125.0
56054,56,3956.0,3274.0,362.0,1349.0,1513.0
56055,56,160.0,135.0,9.0,54.0,59.0
56056,56,699.0,494.0,57.0,195.0,283.0
56057,56,2601.0,2202.0,196.0,1411.0,1267.0
56058,56,96.0,77.0,11.0,25.0,33.0
56059,56,537.0,440.0,77.0,293.0,196.0
56060,56,1235.0,1025.0,129.0,336.0,670.0
56061,56,856.0,576.0,119.0,317.0,326.0
56062,56,662.0,450.0,89.0,181.0,285.0
56063,56,779.0,603.0,68.0,208.0,253.0
56064,56,1354.0,1068.0,83.0,623.0,720.0
56065,56,2807.0,1946.0,228.0,836.0,856.0
56066,56,8969.0,7480.0,1312.0,4861.0,4619.0
56067,56,2110.0,1557.0,288.0,837.0,781.0
56068,56,2035.0,1493.0,129.0,723.0,880.0
56069,56,3856.0,2745.0,304.0,1775.0,1240.0
56070,56,17568.0,12881.0,2496.0,3988.0,5868.0
56071,56,1130.0,752.0,127.0,336.0,451.0
56072,56,806.0,589.0,73.0,184.0,231.0
56073,56,67.0,54.0,3.0,22.0,23.0
56074,56,10707.0,8138.0,1511.0,4764.0,3707.0
56075,56,15343.0,12222.0,1159.0,5300.0,4090.0
56076,56,2249.0,1641.0,319.0,515.0,741.0
56077,56,476.0,375.0,61.0,154.0,118.0
56078,56,864.0,590.0,82.0,282.0,364.0
56079,56,194.0,130.0,27.0,60.0,46.0
56080,56,463.0,334.0,24.0,170.0,217.0
56081,56,576.0,458.0,40.0,226.0,305.0
56082,56,1596.0,1186.0,192.0,664.0,447.0
56083,56,837.0,560.0,90.0,289.0,220.0
56084,56,152.0,120.0,8.0,40.0,47.0
56085,56,557.0,385.0,31.0,175.0,166.0
56086,56,390.0,317.0,37.0,115.0,129.0
56087,56,136.0,105.0,10.0,64.0,61.0
56088,56,1365.0,1083.0,119.0,414.0,656.0
56089,56,62.0,42.0,6.0,19.0,19.0
56090,56,344.0,272.0,33.0,138.0,150.0
56091,56,1279.0,1000.0,168.0,338.0,648.0
56092,56,19063.0,12538.0,1688.0,7220.0,5346.0
56093,56,1344.0,1120.0,124.0,354.0,414.0
56094,56,1197.0,882.0,153.0,457.0,282.0
56095,56,888.0,721.0,62.0,380.0,230.0
56096,56,876.0,713.0,88.0,340.0,339.0
56097,56,834.0,667.0,43.0,204.0,301.0
56098,56,2579.0,1774.0,130.0,1179.0,723.0
56099,56,525.0,425.0,78.0,286.0,284.0
