CODGEO,NOM_COMMUNE,POPULATION,DEP,REG,MED21,TP6021,MEN_PAUV,SOURCE_REVENUS
80537,Mesnil-Domqueur,88,80,32,15208.0,26.7,26.5,insee_stats_dep_2022
80538,Mesnil-en-Arrouaise,105,80,32,13953.0,30.3,24.9,insee_stats_dep_2022
80540,Mesnil-Martinsart,237,80,32,14721.0,31.5,35.8,insee_stats_dep_2022
80541,Mesnil-Saint-Georges,217,80,32,17248.0,26.7,21.5,insee_stats_dep_2022
80542,Mesnil-Saint-Nicaise,569,80,32,17690.0,25.1,27.1,insee_stats_dep_2022
80543,Métigny,122,80,32,16592.0,31.7,27.5,insee_stats_dep_2022
80544,Mézerolles,184,80,32,19656.0,23.8,23.1,insee_stats_dep_2022
80545,Mézières-en-Santerre,521,80,32,18919.0,22.7,22.7,insee_stats_dep_2022
80546,Miannay,604,80,32,15064.0,30.7,32.5,insee_stats_dep_2022
80547,Millencourt,202,80,32,17801.0,25.2,21.9,insee_stats_dep_2022
80548,Millencourt-en-Ponthieu,337,80,32,18753.0,24.7,20.6,insee_stats_dep_2022
80549,Miraumont,620,80,32,17021.0,28.8,25.7,insee_stats_dep_2022
80550,Mirvaux,121,80,32,22440.0,19.4,16.3,insee_stats_dep_2022
80552,Moislains,1109,80,32,18142.0,23.7,23.7,insee_stats_dep_2022
80553,Molliens-au-Bois,349,80,32,13657.0,30.3,27.1,insee_stats_dep_2022
80554,Molliens-Dreuil,921,80,32,17903.0,24.7,25.2,insee_stats_dep_2022
80555,Monchy-Lagache,593,80,32,15040.0,29.5,31.5,insee_stats_dep_2022
80556,Mons-Boubert,585,80,32,14336.0,32.3,27.7,insee_stats_dep_2022
80557,Estrées-Mons,594,80,32,21407.0,18.2,15.3,insee_stats_dep_2022
80558,Monsures,216,80,32,15544.0,28.9,33.4,insee_stats_dep_2022
80559,Montagne-Fayel,146,80,32,16365.0,27.1,28.7,insee_stats_dep_2022
80560,Montauban-de-Picardie,217,80,32,18762.0,24.0,20.9,insee_stats_dep_2022
80561,Montdidier,5935,80,32,19736.0,23.4,23.4,insee_stats_dep_2022
80562,Montigny-sur-l'Hallue,175,80,32,20860.0,24.3,24.3,insee_stats_dep_2022
80563,Montigny-les-Jongleurs,102,80,32,16318.0,27.8,27.7,insee_stats_dep_2022
80565,Montonvillers,93,80,32,17887.0,26.5,26.7,insee_stats_dep_2022
80566,Fieffes-Montrelet,339,80,32,21142.0,22.1,20.6,insee_stats_dep_2022
80568,Morchain,362,80,32,20033.0,25.1,27.3,insee_stats_dep_2022
80569,Morcourt,327,80,32,18868.0,25.1,28.4,insee_stats_dep_2022
80570,Moreuil,3936,80,32,20306.0,25.2,25.6,insee_stats_dep_2022
80571,Morisel,469,80,32,20222.0,22.2,22.6,insee_stats_dep_2022
80572,Morlancourt,382,80,32,18775.0,24.9,27.0,insee_stats_dep_2022
80573,Morvillers-Saint-Saturnin,372,80,32,18497.0,28.8,31.3,insee_stats_dep_2022
80574,Mouflers,96,80,32,17841.0,28.3,33.7,insee_stats_dep_2022
80575,Mouflières,75,80,32,14026.0,32.7,38.4,insee_stats_dep_2022
80576,Moyencourt,314,80,32,18953.0,24.0,28.4,insee_stats_dep_2022
80577,Moyencourt-lès-Poix,165,80,32,15002.0,32.0,27.3,insee_stats_dep_2022
80578,Moyenneville,693,80,32,17062.0,26.1,22.1,insee_stats_dep_2022
80579,Muille-Villette,789,80,32,20280.0,26.7,31.4,insee_stats_dep_2022
80580,Nampont,261,80,32,15795.0,32.2,26.5,insee_stats_dep_2022
80582,Namps-Maisnil,1013,80,32,11520.0,30.6,36.5,insee_stats_dep_2022
80583,Nampty,277,80,32,20110.0,24.6,25.7,insee_stats_dep_2022
80584,Naours,1047,80,32,18588.0,29.6,33.9,insee_stats_dep_2022
80585,Nesle,2284,80,32,17770.0,27.2,23.2,insee_stats_dep_2022
80586,Nesle-l'Hôpital,174,80,32,19421.0,23.5,18.9,insee_stats_dep_2022
80587,Neslette,89,80,32,16857.0,28.4,22.7,insee_stats_dep_2022
80588,Neufmoulin,368,80,32,19787.0,21.4,22.4,insee_stats_dep_2022
80589,Neuilly-le-Dien,106,80,32,14708.0,28.3,29.3,insee_stats_dep_2022
80590,Neuilly-l'Hôpital,334,80,32,17255.0,29.2,29.5,insee_stats_dep_2022
80591,Neuville-au-Bois,144,80,32,15788.0,27.8,33.1,insee_stats_dep_2022
80592,Neuville-Coppegueule,509,80,32,18703.0,24.8,20.0,insee_stats_dep_2022
80593,La Neuville-lès-Bray,263,80,32,16600.0,29.4,24.7,insee_stats_dep_2022
80595,La Neuville-Sire-Bernard,263,80,32,15611.0,27.1,29.8,insee_stats_dep_2022
80596,Neuvillette,212,80,32,15569.0,28.6,32.3,insee_stats_dep_2022
80597,Nibas,828,80,32,21065.0,19.5,21.6,insee_stats_dep_2022
80598,Nouvion,1196,80,32,18168.0,26.8,32.1,insee_stats_dep_2022
80599,Noyelles-en-Chaussée,242,80,32,20810.0,22.2,25.2,insee_stats_dep_2022
80600,Noyelles-sur-Mer,636,80,32,18609.0,24.1,24.5,insee_stats_dep_2022
80601,Nurlu,373,80,32,17922.0,25.9,22.7,insee_stats_dep_2022
80602,Occoches,121,80,32,14788.0,32.1,33.5,insee_stats_dep_2022
80603,Ochancourt,322,80,32,12390.0,35.2,33.6,insee_stats_dep_2022
80604,Offignies,83,80,32,17036.0,28.6,26.8,insee_stats_dep_2022
80605,Offoy,196,80,32,19806.0,25.5,24.7,insee_stats_dep_2022
80606,Oisemont,1127,80,32,12649.0,32.1,34.1,insee_stats_dep_2022
80607,Oissy,206,80,32,16802.0,28.2,25.1,insee_stats_dep_2022
80609,Oneux,434,80,32,17865.0,25.4,30.2,insee_stats_dep_2022
80611,Oresmaux,998,80,32,21978.0,18.7,21.3,insee_stats_dep_2022
80613,Oust-Marest,608,80,32,14786.0,28.2,32.2,insee_stats_dep_2022
80614,Outrebois,313,80,32,20895.0,21.3,22.3,insee_stats_dep_2022
80615,Ovillers-la-Boisselle,431,80,32,18017.0,24.0,19.6,insee_stats_dep_2022
80616,Pargny,198,80,32,15330.0,25.5,30.4,insee_stats_dep_2022
80617,Parvillers-le-Quesnoy,244,80,32,14592.0,29.0,33.7,insee_stats_dep_2022
80618,Pendé,1025,80,32,18742.0,26.8,29.4,insee_stats_dep_2022
80619,Pernois,686,80,32,25270.0,17.9,20.7,insee_stats_dep_2022
80620,Péronne,7090,80,32,16168.0,28.6,25.4,insee_stats_dep_2022
80621,Hypercourt,679,80,32,17848.0,25.6,22.7,insee_stats_dep_2022
80622,Picquigny,1273,80,32,14960.0,27.4,31.9,insee_stats_dep_2022
80623,Piennes-Onvillers,391,80,32,11760.0,33.2,28.2,insee_stats_dep_2022
80624,Pierregot,280,80,32,14777.0,29.8,33.1,insee_stats_dep_2022
80625,Trois-Rivières,1482,80,32,19902.0,26.0,29.7,insee_stats_dep_2022
80626,Pissy,284,80,32,20466.0,19.9,20.9,insee_stats_dep_2022
80627,Plachy-Buyon,897,80,32,13479.0,33.4,37.0,insee_stats_dep_2022
80628,Le Plessier-Rozainvillers,753,80,32,15797.0,27.4,23.6,insee_stats_dep_2022
80629,Pœuilly,107,80,32,22277.0,20.8,24.2,insee_stats_dep_2022
80630,Poix-de-Picardie,2282,80,32,18882.0,27.6,27.8,insee_stats_dep_2022
80631,Ponches-Estruval,127,80,32,16750.0,24.5,26.5,insee_stats_dep_2022
80632,Pont-de-Metz,2425,80,32,19137.0,25.2,29.5,insee_stats_dep_2022
80633,Ponthoile,563,80,32,19912.0,20.1,21.7,insee_stats_dep_2022
80634,Pont-Noyelles,826,80,32,14419.0,29.0,31.6,insee_stats_dep_2022
80635,Pont-Remy,1438,80,32,15049.0,31.0,27.3,insee_stats_dep_2022
80637,Port-le-Grand,268,80,32,19306.0,25.3,26.8,insee_stats_dep_2022
80638,Potte,111,80,32,20547.0,25.0,21.8,insee_stats_dep_2022
80639,Poulainville,1335,80,32,19856.0,24.7,27.6,insee_stats_dep_2022
80640,Pozières,263,80,32,14236.0,32.7,28.9,insee_stats_dep_2022
80642,Prouville,304,80,32,20426.0,26.6,25.4,insee_stats_dep_2022
80643,Prouzel,572,80,32,18535.0,26.1,28.9,insee_stats_dep_2022
80644,Proyart,761,80,32,13937.0,30.8,30.3,insee_stats_dep_2022
80645,Puchevillers,572,80,32,17595.0,25.2,29.3,insee_stats_dep_2022
80646,Punchy,79,80,32,23388.0,20.3,19.6,insee_stats_dep_2022
80647,Puzeaux,278,80,32,21953.0,20.3,24.2,insee_stats_dep_2022
80648,Pys,125,80,32,18410.0,25.9,30.6,insee_stats_dep_2022
80649,Quend,1280,80,32,12688.0,34.8,41.5,insee_stats_dep_2022
80650,Querrieu,626,80,32,13406.0,30.3,24.4,insee_stats_dep_2022
80651,Le Quesne,233,80,32,17419.0,24.7,21.3,insee_stats_dep_2022
80652,Le Quesnel,764,80,32,13294.0,30.5,34.2,insee_stats_dep_2022
80654,Quesnoy-le-Montant,514,80,32,22851.0,21.2,21.6,insee_stats_dep_2022
80655,Quesnoy-sur-Airaines,427,80,32,18737.0,26.5,28.1,insee_stats_dep_2022
80656,Quevauvillers,1102,80,32,17159.0,26.8,28.1,insee_stats_dep_2022
80657,Quiry-le-Sec,311,80,32,21373.0,21.8,25.5,insee_stats_dep_2022
80658,Quivières,139,80,32,14319.0,31.2,33.6,insee_stats_dep_2022
80659,Raincheval,269,80,32,17601.0,27.3,31.7,insee_stats_dep_2022
80661,Rainneville,1123,80,32,15121.0,26.1,30.0,insee_stats_dep_2022
80662,Ramburelles,262,80,32,16822.0,27.5,25.6,insee_stats_dep_2022
80663,Rambures,379,80,32,20505.0,21.2,19.0,insee_stats_dep_2022
80664,Rancourt,188,80,32,15034.0,30.7,33.7,insee_stats_dep_2022
80665,Regnière-Écluse,139,80,32,15340.0,29.5,32.7,insee_stats_dep_2022
80666,Remaisnil,28,80,32,15926.0,28.3,32.2,insee_stats_dep_2022
80667,Remaugies,137,80,32,17244.0,25.4,22.7,insee_stats_dep_2022
80668,Remiencourt,164,80,32,16538.0,25.2,29.9,insee_stats_dep_2022
80669,Rethonvillers,346,80,32,19985.0,23.5,22.1,insee_stats_dep_2022
80670,Revelles,530,80,32,20374.0,18.9,22.4,insee_stats_dep_2022
80671,Ribeaucourt,223,80,32,13885.0,29.0,32.8,insee_stats_dep_2022
80672,Ribemont-sur-Ancre,609,80,32,24778.0,17.2,17.6,insee_stats_dep_2022
80673,Riencourt,181,80,32,11520.0,35.1,39.5,insee_stats_dep_2022
80674,Rivery,3636,80,32,20757.0,23.5,21.7,insee_stats_dep_2022
80675,Rogy,149,80,32,15587.0,29.3,27.7,insee_stats_dep_2022
80676,Roiglise,152,80,32,24474.0,17.9,17.3,insee_stats_dep_2022
80677,Roisel,1626,80,32,15500.0,30.6,33.5,insee_stats_dep_2022
80678,Rollot,755,80,32,16125.0,28.0,23.1,insee_stats_dep_2022
80679,Ronssoy,577,80,32,19516.0,26.4,27.0,insee_stats_dep_2022
80680,Rosières-en-Santerre,2894,80,32,18924.0,25.3,27.8,insee_stats_dep_2022
80681,Rouvrel,304,80,32,12388.0,33.2,29.3,insee_stats_dep_2022
80682,Rouvroy-en-Santerre,209,80,32,19990.0,21.2,18.0,insee_stats_dep_2022
80683,Rouy-le-Grand,100,80,32,16755.0,28.0,23.4,insee_stats_dep_2022
80684,Rouy-le-Petit,101,80,32,15659.0,27.1,27.9,insee_stats_dep_2022
80685,Roye,5833,80,32,17938.0,26.4,29.6,insee_stats_dep_2022
80686,Rubempré,720,80,32,19447.0,28.3,23.0,insee_stats_dep_2022
80687,Rubescourt,129,80,32,20209.0,25.2,25.6,insee_stats_dep_2022
80688,Rue,2987,80,32,17431.0,24.8,21.3,insee_stats_dep_2022
80690,Rumigny,613,80,32,13538.0,33.9,38.7,insee_stats_dep_2022
80691,Saigneville,344,80,32,15603.0,28.0,23.3,insee_stats_dep_2022
80692,Sailly-Flibeaucourt,991,80,32,14818.0,28.3,30.6,insee_stats_dep_2022
80693,Sailly-Laurette,333,80,32,15103.0,31.9,37.3,insee_stats_dep_2022
80694,Sailly-le-Sec,351,80,32,14703.0,32.3,32.2,insee_stats_dep_2022
80695,Sailly-Saillisel,469,80,32,21883.0,22.6,19.3,insee_stats_dep_2022
80696,Sains-en-Amiénois,1187,80,32,17008.0,25.8,28.6,insee_stats_dep_2022
80697,Saint-Acheul,36,80,32,21107.0,22.6,23.1,insee_stats_dep_2022
80698,Saint-Aubin-Montenoy,218,80,32,15679.0,28.8,23.2,insee_stats_dep_2022
80699,Saint-Aubin-Rivière,116,80,32,15579.0,30.1,24.7,insee_stats_dep_2022
80700,Saint-Blimont,883,80,32,13500.0,32.0,30.6,insee_stats_dep_2022
80701,Saint-Christ-Briost,425,80,32,17435.0,27.5,32.4,insee_stats_dep_2022
80702,Saint-Fuscien,1409,80,32,18740.0,23.0,20.2,insee_stats_dep_2022
80703,Saint-Germain-sur-Bresle,224,80,32,14735.0,29.5,25.0,insee_stats_dep_2022
80704,Saint-Gratien,383,80,32,20474.0,22.9,22.1,insee_stats_dep_2022
80705,Saint-Léger-lès-Authie,79,80,32,18295.0,27.2,26.9,insee_stats_dep_2022
80706,Saint-Léger-lès-Domart,1809,80,32,19741.0,25.4,20.3,insee_stats_dep_2022
80707,Saint-Léger-sur-Bresle,80,80,32,23768.0,17.4,14.0,insee_stats_dep_2022
80708,Saint-Mard,155,80,32,18454.0,27.1,31.2,insee_stats_dep_2022
80709,Saint-Maulvis,279,80,32,21353.0,20.3,18.0,insee_stats_dep_2022
80710,Saint-Maxent,390,80,32,18224.0,19.2,19.7,insee_stats_dep_2022
80711,Saint-Ouen,1772,80,32,18556.0,25.6,25.8,insee_stats_dep_2022
80713,Saint-Quentin-en-Tourmont,302,80,32,13166.0,34.0,29.5,insee_stats_dep_2022
80714,Saint-Quentin-la-Motte-Croix-au-Bailly,1252,80,32,15417.0,28.0,24.0,insee_stats_dep_2022
80716,Saint-Riquier,1279,80,32,14981.0,30.1,32.9,insee_stats_dep_2022
80717,Saint-Sauflieu,976,80,32,18006.0,27.7,24.3,insee_stats_dep_2022
80718,Saint-Sauveur,1344,80,32,15478.0,30.1,26.8,insee_stats_dep_2022
80719,Sainte-Segrée,47,80,32,13986.0,30.2,35.9,insee_stats_dep_2022
80721,Saint-Valery-sur-Somme,2306,80,32,23353.0,18.8,17.5,insee_stats_dep_2022
80722,Saint-Vaast-en-Chaussée,504,80,32,19688.0,25.2,30.1,insee_stats_dep_2022
80723,Saisseval,263,80,32,18470.0,29.3,29.5,insee_stats_dep_2022
80724,Saleux,2739,80,32,19625.0,23.7,22.3,insee_stats_dep_2022
80725,Salouël,4179,80,32,19013.0,26.7,22.1,insee_stats_dep_2022
80726,Sancourt,269,80,32,16989.0,24.1,20.9,insee_stats_dep_2022
80728,Saulchoy-sous-Poix,74,80,32,17708.0,29.2,28.2,insee_stats_dep_2022
80729,Sauvillers-Mongival,178,80,32,11996.0,34.6,31.6,insee_stats_dep_2022
80730,Saveuse,1096,80,32,16684.0,30.0,30.3,insee_stats_dep_2022
80732,Senarpont,623,80,32,16146.0,32.3,27.1,insee_stats_dep_2022
80733,Senlis-le-Sec,324,80,32,24025.0,20.3,17.3,insee_stats_dep_2022
80734,Sentelie,217,80,32,17032.0,29.2,28.2,insee_stats_dep_2022
80735,Seux,162,80,32,17863.0,25.1,21.4,insee_stats_dep_2022
80736,Sorel-en-Vimeu,235,80,32,17442.0,26.8,30.5,insee_stats_dep_2022
80737,Sorel,162,80,32,16864.0,27.0,21.8,insee_stats_dep_2022
80738,Soues,124,80,32,13938.0,29.9,26.7,insee_stats_dep_2022
80740,Sourdon,288,80,32,16652.0,27.6,30.4,insee_stats_dep_2022
80741,Soyécourt,186,80,32,16927.0,29.6,31.2,insee_stats_dep_2022
80742,Surcamps,84,80,32,14153.0,32.4,29.4,insee_stats_dep_2022
80743,Suzanne,190,80,32,17370.0,25.6,24.8,insee_stats_dep_2022
80744,Tailly,58,80,32,21675.0,22.6,19.2,insee_stats_dep_2022
80746,Talmas,1085,80,32,14742.0,26.6,29.1,insee_stats_dep_2022
80747,Templeux-la-Fosse,139,80,32,17652.0,25.4,21.1,insee_stats_dep_2022
80748,Templeux-le-Guérard,198,80,32,17592.0,26.4,26.5,insee_stats_dep_2022
80749,Terramesnil,323,80,32,21465.0,24.1,20.2,insee_stats_dep_2022
80750,Tertry,145,80,32,13356.0,35.4,41.7,insee_stats_dep_2022
80751,Thennes,552,80,32,16809.0,26.8,21.8,insee_stats_dep_2022
80752,Thézy-Glimont,661,80,32,16892.0,28.6,31.5,insee_stats_dep_2022
80753,Thiepval,124,80,32,15217.0,28.8,33.1,insee_stats_dep_2022
80754,Thieulloy-l'Abbaye,380,80,32,19211.0,28.7,32.5,insee_stats_dep_2022
80755,Thieulloy-la-Ville,141,80,32,18041.0,25.6,26.3,insee_stats_dep_2022
80756,Thièvres,54,80,32,20179.0,21.9,25.5,insee_stats_dep_2022
80757,Thoix,147,80,32,20983.0,24.3,28.8,insee_stats_dep_2022
80758,Thory,207,80,32,18339.0,26.3,31.1,insee_stats_dep_2022
80759,Tilloloy,318,80,32,21051.0,21.0,22.3,insee_stats_dep_2022
80760,Tilloy-Floriville,353,80,32,18437.0,22.1,21.6,insee_stats_dep_2022
80762,Tincourt-Boucly,334,80,32,13838.0,33.2,35.3,insee_stats_dep_2022
80763,Le Titre,332,80,32,24179.0,15.9,19.1,insee_stats_dep_2022
80764,Tœufles,308,80,32,13818.0,32.8,26.6,insee_stats_dep_2022
80765,Tours-en-Vimeu,805,80,32,16875.0,27.2,25.1,insee_stats_dep_2022
80766,Toutencourt,435,80,32,13806.0,33.2,33.9,insee_stats_dep_2022
80767,Le Translay,234,80,32,11520.0,37.1,35.2,insee_stats_dep_2022
80769,Treux,220,80,32,12197.0,32.3,35.3,insee_stats_dep_2022
80770,Tully,549,80,32,18143.0,29.4,25.1,insee_stats_dep_2022
80771,Ugny-l'Équipée,29,80,32,16178.0,26.4,31.4,insee_stats_dep_2022
80773,Vadencourt,98,80,32,17556.0,26.8,28.9,insee_stats_dep_2022
80774,Vaire-sous-Corbie,288,80,32,21287.0,18.9,21.8,insee_stats_dep_2022
80775,Valines,655,80,32,20534.0,23.3,19.2,insee_stats_dep_2022
80776,Varennes,222,80,32,15771.0,26.8,30.9,insee_stats_dep_2022
80777,Vauchelles-lès-Authie,132,80,32,19807.0,28.0,25.9,insee_stats_dep_2022
80778,Vauchelles-lès-Domart,120,80,32,18748.0,27.3,24.6,insee_stats_dep_2022
80779,Vauchelles-les-Quesnoy,815,80,32,18626.0,26.3,28.9,insee_stats_dep_2022
80780,Vaudricourt,414,80,32,19297.0,28.9,27.6,insee_stats_dep_2022
80781,Vauvillers,233,80,32,20390.0,26.2,28.3,insee_stats_dep_2022
80782,Vaux-en-Amiénois,444,80,32,18512.0,28.3,23.1,insee_stats_dep_2022
80783,Vaux-Marquenneville,79,80,32,14662.0,33.1,30.7,insee_stats_dep_2022
80784,Vaux-sur-Somme,268,80,32,20224.0,24.6,28.8,insee_stats_dep_2022
80785,Vecquemont,531,80,32,13566.0,33.5,35.1,insee_stats_dep_2022
80786,Velennes,141,80,32,16678.0,28.1,29.5,insee_stats_dep_2022
80787,Vercourt,97,80,32,16733.0,29.3,25.9,insee_stats_dep_2022
80788,Vergies,174,80,32,13505.0,30.1,30.4,insee_stats_dep_2022
80789,Vermandovillers,147,80,32,17920.0,24.7,21.2,insee_stats_dep_2022
80790,Verpillières,168,80,32,19630.0,23.3,27.6,insee_stats_dep_2022
80791,Vers-sur-Selle,929,80,32,20226.0,22.5,18.4,insee_stats_dep_2022
80792,La Vicogne,241,80,32,18773.0,25.6,22.1,insee_stats_dep_2022
80793,Vignacourt,2263,80,32,16011.0,28.3,27.0,insee_stats_dep_2022
80794,Villecourt,46,80,32,15838.0,26.7,31.4,insee_stats_dep_2022
80795,Ville-le-Marclet,461,80,32,19401.0,24.1,22.9,insee_stats_dep_2022
80796,Villeroy,177,80,32,15313.0,31.0,36.7,insee_stats_dep_2022
80797,Villers-aux-Érables,137,80,32,17642.0,25.0,25.1,insee_stats_dep_2022
80798,Villers-Bocage,1545,80,32,15215.0,27.9,23.0,insee_stats_dep_2022
80799,Villers-Bretonneux,4647,80,32,21765.0,25.1,21.6,insee_stats_dep_2022
80800,Villers-Campsart,138,80,32,16231.0,28.0,22.6,insee_stats_dep_2022
80801,Villers-Carbonnel,294,80,32,14303.0,25.7,22.4,insee_stats_dep_2022
80802,Villers-Faucon,530,80,32,15863.0,29.0,30.2,insee_stats_dep_2022
80803,Villers-lès-Roye,288,80,32,21482.0,22.8,23.2,insee_stats_dep_2022
80804,Villers-sous-Ailly,167,80,32,11520.0,33.5,34.9,insee_stats_dep_2022
80805,Villers-Tournelle,160,80,32,11520.0,33.0,32.9,insee_stats_dep_2022
80806,Villers-sur-Authie,468,80,32,21377.0,17.4,14.2,insee_stats_dep_2022
80807,Ville-sur-Ancre,281,80,32,14433.0,27.2,29.4,insee_stats_dep_2022
80808,Vironchaux,503,80,32,17061.0,25.6,27.6,insee_stats_dep_2022
80809,Vismes,474,80,32,17285.0,26.5,22.3,insee_stats_dep_2022
80810,Vitz-sur-Authie,136,80,32,13602.0,32.2,26.9,insee_stats_dep_2022
80811,Voyennes,595,80,32,17605.0,28.0,27.9,insee_stats_dep_2022
80812,Vraignes-en-Vermandois,130,80,32,17374.0,27.7,22.2,insee_stats_dep_2022
80813,Vraignes-lès-Hornoy,96,80,32,20471.0,20.6,18.5,insee_stats_dep_2022
80814,Vrély,459,80,32,21225.0,23.7,21.3,insee_stats_dep_2022
80815,Vron,839,80,32,20042.0,20.2,18.6,insee_stats_dep_2022
80819,Wargnies,78,80,32,20516.0,24.1,20.0,insee_stats_dep_2022
80820,Warloy-Baillon,743,80,32,20313.0,25.4,26.8,insee_stats_dep_2022
80821,Warlus,230,80,32,22576.0,21.3,21.6,insee_stats_dep_2022
80822,Warsy,139,80,32,16787.0,28.6,31.3,insee_stats_dep_2022
80823,Warvillers,121,80,32,16264.0,27.4,26.5,insee_stats_dep_2022
80824,Wiencourt-l'Équipée,249,80,32,14926.0,31.2,27.3,insee_stats_dep_2022
80825,Wiry-au-Mont,103,80,32,15463.0,30.0,26.7,insee_stats_dep_2022
80826,Woignarue,732,80,32,12462.0,30.8,25.4,insee_stats_dep_2022
80827,Woincourt,1302,80,32,19139.0,24.3,28.9,insee_stats_dep_2022
80828,Woirel,46,80,32,16298.0,25.7,26.6,insee_stats_dep_2022
80829,Y,87,80,32,19948.0,23.0,27.6,insee_stats_dep_2022
80832,Yvrench,296,80,32,15281.0,33.3,32.4,insee_stats_dep_2022
80833,Yvrencheux,130,80,32,15832.0,28.7,27.5,insee_stats_dep_2022
80834,Yzengremer,490,80,32,19794.0,25.3,25.9,insee_stats_dep_2022
80835,Yzeux,264,80,32,17872.0,28.7,25.4,insee_stats_dep_2022
80836,Yonval,243,80,32,15671.0,25.8,27.9,insee_stats_dep_2022
22001,Allineuc,589,22,53,19030.0,22.0,21.3,insee_stats_dep_2022
22002,Andel,1180,22,53,18629.0,25.9,24.2,insee_stats_dep_2022
22003,Aucaleuc,973,22,53,22214.0,18.8,16.7,insee_stats_dep_2022
22004,Bégard,4889,22,53,24309.0,18.9,20.8,insee_stats_dep_2022
22005,Belle-Isle-en-Terre,1024,22,53,15986.0,30.9,34.2,insee_stats_dep_2022
22006,Berhet,272,22,53,16381.0,31.4,32.8,insee_stats_dep_2022
22008,Bobital,1170,22,53,25179.0,14.1,15.2,insee_stats_dep_2022
22009,Le Bodéo,186,22,53,19828.0,23.7,26.0,insee_stats_dep_2022
22011,Boqueho,1054,22,53,15891.0,28.9,28.7,insee_stats_dep_2022
22012,La Bouillie,824,22,53,13134.0,32.7,26.8,insee_stats_dep_2022
22013,Bourbriac,2145,22,53,18766.0,25.0,20.5,insee_stats_dep_2022
22014,Bourseul,1277,22,53,22022.0,22.1,18.8,insee_stats_dep_2022
22015,Bréhand,1684,22,53,19072.0,22.7,20.0,insee_stats_dep_2022
22016,Île-de-Bréhat,429,22,53,20917.0,25.3,24.7,insee_stats_dep_2022
22018,Brélidy,334,22,53,17533.0,25.9,26.3,insee_stats_dep_2022
22019,Bringolo,518,22,53,21146.0,21.8,18.2,insee_stats_dep_2022
22020,Broons,2943,22,53,18359.0,24.4,26.7,insee_stats_dep_2022
22021,Brusvily,1153,22,53,21000.0,23.9,20.8,insee_stats_dep_2022
22023,Bulat-Pestivien,406,22,53,20682.0,22.6,26.6,insee_stats_dep_2022
22024,Calanhel,245,22,53,20090.0,21.2,19.0,insee_stats_dep_2022
22025,Callac,2312,22,53,21032.0,20.0,20.6,insee_stats_dep_2022
22026,Calorguen,729,22,53,22073.0,14.7,13.7,insee_stats_dep_2022
22028,Camlez,845,22,53,18328.0,26.8,30.7,insee_stats_dep_2022
22029,Canihuel,350,22,53,23783.0,21.0,17.1,insee_stats_dep_2022
22030,Caouënnec-Lanvézéac,899,22,53,21715.0,21.6,21.1,insee_stats_dep_2022
22031,Carnoët,673,22,53,21101.0,21.3,23.9,insee_stats_dep_2022
22032,Caulnes,2501,22,53,23923.0,18.5,17.5,insee_stats_dep_2022
22033,Caurel,353,22,53,20399.0,22.7,23.6,insee_stats_dep_2022
22034,Cavan,1571,22,53,22492.0,22.2,21.3,insee_stats_dep_2022
22035,Les Champs-Géraux,1054,22,53,17839.0,25.6,29.6,insee_stats_dep_2022
22036,La Chapelle-Blanche,211,22,53,21061.0,23.1,20.9,insee_stats_dep_2022
22037,La Chapelle-Neuve,413,22,53,16947.0,31.4,31.6,insee_stats_dep_2022
22039,La Chèze,578,22,53,17770.0,26.7,30.7,insee_stats_dep_2022
22040,Coadout,532,22,53,21033.0,18.3,14.7,insee_stats_dep_2022
22041,Coatascorn,248,22,53,21493.0,20.1,19.3,insee_stats_dep_2022
22042,Coatréven,489,22,53,21904.0,23.9,28.0,insee_stats_dep_2022
22044,Coëtmieux,1869,22,53,17986.0,26.5,22.4,insee_stats_dep_2022
22045,Cohiniac,402,22,53,18381.0,28.9,30.1,insee_stats_dep_2022
22046,Le Mené,6556,22,53,21003.0,24.8,27.9,insee_stats_dep_2022
22047,Corlay,914,22,53,17495.0,31.1,27.7,insee_stats_dep_2022
22048,Corseul,2331,22,53,21098.0,24.9,20.2,insee_stats_dep_2022
22049,Créhen,1671,22,53,19217.0,23.7,19.7,insee_stats_dep_2022
22050,Dinan,14764,22,53,25998.0,17.0,14.0,insee_stats_dep_2022
22052,Duault,385,22,53,18982.0,26.4,31.4,insee_stats_dep_2022
22053,Éréac,675,22,53,23065.0,16.2,14.8,insee_stats_dep_2022
22054,Erquy,3974,22,53,21122.0,19.7,23.6,insee_stats_dep_2022
22055,Binic-Étables-sur-Mer,7041,22,53,15630.0,29.4,25.7,insee_stats_dep_2022
22056,Évran,1784,22,53,19535.0,23.2,23.0,insee_stats_dep_2022
22057,Le Faouët,412,22,53,18465.0,27.8,25.1,insee_stats_dep_2022
22059,Le Fœil,1375,22,53,18760.0,24.5,20.4,insee_stats_dep_2022
22060,Gausson,648,22,53,16633.0,29.7,27.9,insee_stats_dep_2022
22061,Glomel,1440,22,53,22462.0,21.6,23.5,insee_stats_dep_2022
22062,Gomené,560,22,53,23693.0,18.2,17.4,insee_stats_dep_2022
22063,Gommenec'h,551,22,53,16076.0,29.7,33.8,insee_stats_dep_2022
22064,Gouarec,866,22,53,18897.0,27.6,24.6,insee_stats_dep_2022
22065,Goudelin,1751,22,53,19368.0,24.2,24.3,insee_stats_dep_2022
22067,Grâces,2601,22,53,21224.0,21.1,25.2,insee_stats_dep_2022
